index,id,text,topic,emotion
186,1467643298152329216,"@CP24 @CP24 @CTVNews stop telling people “ get your vaccine! Start a campaign about strengthened your immune sistem by exercising, get in a good shape, eating well instead. I haven seen that since this covid started. Go again the fast food!!! Fast food give lots money to government .",political-related,negative
187,1467643281941176322,"Pfizer will not give mRNA injections in countries where they are legally responsible for side effects.
""Pfizer is hesitant to go to some countries because of liability issues, they have no protection from liability"" - World Bank President David Malpas https://t.co/wLfAGm4woG",pfizer-related,neutral
188,1467643281458667522,Italian Man Who Tried To Use Fake Arm For Covid-19 Vaccine Is A Healthcare Worker https://t.co/Yaa8zbCGSo,retweet,negative
189,1467643276312334341,@batchmanscott1 @Chicago1Ray Yup couldn’t get the EUAs and FDAapproved Comirnaty from Pfizer..whenever they release that to the public..talking 2924/2025…how many boosters are now required?  Take Ivermectin or HCQ and be done with it…crazy….,pfizer-related,neutral
190,1467643274173161476,"FYI it's the U-turn that doesn't inspire, I understand that these businesses are no more a covid risk than retail and, thus, do not require vaccination passes, but I worry that others will stay to apply pressure and that it will encourage some to hold out on getting vaccinated.",vaccine-proof,neutral
191,1467643258742444039,"@JoeBiden I continue to hear you and Fauci tell people keep doing what we've been doing to combat covid. Knowing, it doesn't work. This year, with a vaccine, more have died than all of last year. You can't think the rest of us are as stupi4as you and Fauci",political-related,negative
192,1467643257937141764,@IrfanDhalla How you promoting Pfizer shots when kids are getting sick and dying? How about you approve the one vaccine that isn’t causing death. #COVAXIN,pfizer-related,negative
193,1467643243345055747,"@Michael22314271 He got Pfizer, moderna isn’t approved in Canada yet for the under 12s. But will be watching him for a couple of days anyway. He is usually a bit sleepy after normal vaccines. This is when I hate non-verbal side more than any other",side-effect-related,neutral
194,1467643232016293889,Vaccination isn't just about you. It isn't just about covid-19. It's about every person with a reason to be in an ICU. Every person with a reason to be on a ventilator.,vaccine-outlook-related,positive
195,1467643226605641728,"@BillSpadea More children have died from the  @pfizer #CovidVaccine than from the Covid-19 🦠 Real Scientific Medicine, relies on a Risk vs Reward scale. The government does not care about Our kids ‼️ #DoNotComply #FauciLiedMillionsDied https://t.co/GXIBUdQfS7",vaccine-outlook-related,negative
196,1467643221576671233,"As of 17 November 2021, there had been 686 myocarditis and 578 pericarditis post-Covid injection reported to the UK Yellow Card system.  
In total there have been 18,354 cardiac disorders reported with 290 fatalities.
#vaccineinjured #pericarditis 
https://t.co/W8iNarY0Il https://t.co/zMOXwUj27s",vaccine-general-knowledge,neutral
197,1467643218061709315,"Annnnnnnnnnnd Pfizer 3 done.

Least feeling I’ve ever had with a 💉, that nurse is talented. https://t.co/oK03nS4S7Q",booster-related,positive
198,1467643215436304384,"“As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply” 

We The Patriots USA assists Bristol Myers Squibb scientists who were denied a #ReligiousExemption.

#religiousfreedom
https://t.co/OcUnlawWgO",political-related,negative
199,1467643214027005961,"@JudeDeluca More so then the weird 89 penguin story that danny devtio made bout penguin &amp; Catwoman hooking up 🤢 and giving everyone the COVID vaccine not the rich 
https://t.co/gqWm4LQl7I",other,neutral
200,1467643206464462850,Italian Man Who Tried To Use Fake Arm For Covid-19 Vaccine Is A Healthcare Worker https://t.co/BcdjQMkcrY https://t.co/pqt4KTqXrw,retweet,negative
201,1467643201963974657,"https://t.co/xrCLzvmQ9v

People who voted for donald are less likely to have been vaccinated against COVID-19 and more likely to die from it.

Any questions? https://t.co/W1bSgxbSc6",political-related,positive
202,1467643197434343425,"@mattharding007 @ollysmithtravel @afneil Covid vaccines still allow spread, so it won't be eradicated and vaccine passports don't prevent spread.  There is no part of your argument backed up by logic or fact.  Nice one",vaccine-proof,negative
203,1467643194150043649,Omicron variant 'made €9bn in week for top Pfizer and Moderna shareholders' https://t.co/Ccevfvq105,pfizer-related,neutral
204,1467643185966968832,"‘I was shocked’: Mother, child mistakenly given COVID-19 vaccine instead of flu shot https://t.co/FpO7xx1xQa",other,negative
205,1467643183697911808,@Alan48610943 @DavidjamesF81 @Telegraph Aspirin is a choice medication with no risk of death unless you overdose. Mandating a vaccine with a risk of death albeit small is completely unacceptable. 73 Astra Zenica deaths and over 1200 Pfizer in intial trials. How can you force people to have this with a risk of death,side-effect-related,negative
206,1467643177490337795,"@jaythenerdkid I'm in America where we have to pay for covid treatment but not the vaccine. We have a horrible vaccination rate because so many people think they're smarter than science. Then when they do get sick, they eat horse dewormer or end up in the hospital with massive bills.",vaccine-outlook-related,positive
207,1467643158846709772,"#DemocratsDeliver 
👇Republican anti-science policies kill‼️
https://t.co/IVOAnfUPzy",political-related,positive
208,1467643141377433601,"According to Fact Checkers

Pfizer have been fined over $2billion for bribing people.

Moderna had never made available a product prior to 2020.

AstraZeneca fined over $1billion for corruption.

Roll up your sleeves little sheepies

bahh baah baah baah https://t.co/rf4FyIa930",pfizer-related,negative
209,1467643133487947784,"@BobMoobs @RichardBentall @DigitalLifeUK @JamesMelville Very certain ""This study confirms that COVID-19 vaccination reduces the risk of delta variant infection and also accelerates viral clearance in the context of the delta variant.""..and even better on the Alpha variant 
https://t.co/X8JAk2pqOE",vaccine-outlook-related,positive
210,1467643130186977282,"@WolfeHeart @pctech1com @ake2306 Chris YOU need to think. Pfizer’s data is about the “vaccine” not the placebo! It applies to the results of what happened to the people who were given it in their trial. 
https://t.co/8xrlpmKvF9",pfizer-related,neutral
211,1467643111228674049,"@Skateboy30 @Motivation724 Stopped his COVID? It never stops, Rogan went through it from start to finish like 99% of people, treatment of his choice, few issues and no BS mandated vaccine. Like when you feel bad, and are standing in the Pharmacy looking at the products on the shelf and you choose one.",vaccine-outlook-related,negative
212,1467643101250572292,"2nd Pathology Conference - ARE DEATHS AND ADVERSE HEALTH EFFECTS AFTER VACCINATION AGAINST COVID-19 RELATED IN A PATHOLOGICALLY DETECTABLE WAY?

https://t.co/e2weYWPNbS",side-effect-related,neutral
213,1467643090383085569,"There is even a protocol now o how to deal with patients after the vaccine, page 10: https://t.co/JfnhuCnLeM https://t.co/ihCgv4xxta",other,neutral
214,1467643083995029508,"@SenSanders 
@RandPaul 
We've spent over 30 $billion?
CDC Dir original paper said only 50 pct of U.S. population would accept ANY vaccine and whether people would ACCEPT vaccine would depend on speed &amp; severity of COVID.

Sounds more about SELLING vaccine than protecting people. https://t.co/kb2hlsXtsx",political-related,negative
215,1467643082636242945,“People living in counties that went 60% or higher for Trump in November 2020 had 2.7 times the death rates of those that went for Biden. Counties with an even higher share of the vote for Trump saw higher COVID-19 mortality rates.” https://t.co/FJMTyfM0Bd,political-related,positive
216,1467643078639251457,@BStulberg You might find this research of some interest: https://t.co/7tJQY11DXF,vaccine-general-knowledge,neutral
217,1467643062037983233,@STVNews Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,political-related,neutral
218,1467643060582559751,@Nega80876329 @jeremy_hugh @DonaldJTrumpJr @joerogan Ivermectin is not approved for Covid genius and imagine taking de wormer instead of a proven vaccine that's idiocy,political-related,negative
219,1467643044417753090,"@JustinTrudeau @CPHO_Canada @GovCanHealth - Hi, there! 👋🏽 About the COVID-19 antiviral pill 💊... would it replace the vaccine if it does the same thing that the vaccine, does, if I may ...?🤔🤷🏽‍♀️ Just curious, thanks 🙏🏽 https://t.co/1UWrfKCbbE",other,neutral
220,1467643034875531265,Seattle is so strict on showing your vaccine card or negative Covid test just to go eat 🙄 makes me happy that Olympia isn’t on that shit cause that’s a hassle tbh.,vaccine-proof,negative
221,1467643025224515585,"@NFTer42069 @ZubyMusic ""The COVID hoax is really about lockdowns and destruction of economies and lives and vaccine injury and death and tyrannical takeover of ruined society.""

https://t.co/NoakhtZgxi",vaccine-outlook-related,negative
222,1467643020501831687,"Our own Emeritus Faculty Bill Mitchell was featured recently by the AAA as a “Weekend Read.” 

https://t.co/ikge5TR7p4",other,neutral
223,1467643008476762116,Proof that CNN will kick you when you're down to appease their ego. Typical woke shyte #FJB  https://t.co/r4srrzSiXf,other,negative
224,1467643007881130000,@WelshGovernment has supported African countries w/ covid-19 funds and medical supplies but pharmaceutical companies restrict vaccine supply by refusing to share or waive IP. Wales will have to patch up global response unless we address the problem with availability/access.,political-related,negative
225,1467642997827325957,"Do various parts of Africa have a high infection rate and a low death rate from ""The virus which shall not be named""?

mRNA vaccines for HIV coming soon.

(Misinfo label means Twitter disagrees with Bloomberg. https://t.co/Bh7sDPYpzE) https://t.co/oznGnzpvfK",other,negative
226,1467642992907403266,"@StigAbell Not having a clue what is actually going on is an act of selfishness.  Seriously, I'm so sick of stupid people.  Here's the data.  You do your own analysis.

Hint...there's no public benefit.

https://t.co/n2b88kCm0X",vaccine-outlook-related,negative
227,1467642991099666434,"@PharmacyNS I'm the Caregiver for my Mom, who is in a nursing home. Can I get my shot? I had my 2nd Pfizer shot on April 20th.",booster-related,positive
228,1467642990688563200,"@ezralevant PS- Breaking: Israeli Ministry of Health announced today that it will soon approve the 4th vaccine shot.

It will mean that all those with 3 shots who don't get the 4th shot will have their Covid passes revoked (as happened to those with 2 shots).",vaccine-proof,neutral
229,1467642978453934084,"Wondering why ICUs don’t turn away COVID patients who never got vaccinated?… I know of one guy who couldn’t get his wife with stage 4 cancer into a hospital because of COVID saturation… If you don’t want the vaccine, own it! Keep our ICUs open.",vaccine-outlook-related,negative
230,1467642974049820682,"@OlgaRouge @poppamitch74 @arguablygay @JonnyGodwin @sailorrooscout COVID is not like the flu. Also, there's a vaccine against the flu viruses, which I also recommend everyone to take.

Early treatment doesn't work.

Please vaccinate everyone.",vaccine-outlook-related,positive
231,1467642964822298625,FDA Lets Pfizer Skip Vaxx Review Process...Again https://t.co/r0TsC8shQ7,pfizer-related,negative
232,1467642946308558848,"@RajBhardwajMD The only indoor Christmas event I am going to is on Christmas day. I am going to have dinner with my parents. All 3 of us have gotten the 1st, 2nd, &amp; 3rd dose of the #pfizer #covid19 vaccine.
If people want to get the vaccine all they got to do is drop-in: https://t.co/Ef03PnsaGl",vaccine-outlook-related,positive
233,1467642940487053318,"Congressman Introduces Bill to Force FDA to Release Pfizer Documents Within 100 Days, Instead of 55 Years | CHD U.S. Rep. Ralph Norman (R-SC) on Thurs...  https://t.co/ZCY5Wr39OS   #Doctor",pfizer-related,neutral
234,1467642937911689224,"When this, in a 100% vaccinated and tested group with lower than normal external contact, happens it highlights the complete pointlessness of vaccine passports. https://t.co/jUVkX6vVI1 https://t.co/ngHI3F5em7",vaccine-proof,negative
235,1467642929632141319,"@JeffKirdeikis For me that would have been the best option &amp; the one with the most personal responsibility &amp; freedom

- Take the risk of the vaccine &amp; get covid insurance (healthcare costs for covid related treatments covered)
or
- Don't take the risk of the vaccine &amp; don't get covid insurance",vaccine-outlook-related,neutral
236,1467642920740147205,"CUMULATIVE ANALYSIS OF POST-AUTHORIZATION ADVERSE EVENT REPORTS OF PF-07302048 (BNT162B2) RECEIVED THROUGH 28-FEB-2021” 

If you have friends who refuse to recognise the #adverseeffects of #Pfizer , send them the link
https://t.co/1cCxIKar2t 
https://t.co/m7bzn03Slg",side-effect-related,negative
237,1467642907930812424,@Rhurley1973 @ruperthewison @elvisrockysly @Kellie_Tallant And what about the people who suffered adverse reactions after the vaccine. It's not like getting the vaccine stops you getting covid. I know many people who are vaccinated got covid and are very sick. I know plenty who got covid and weren't vaccinated and they are fine.,side-effect-related,neutral
238,1467642901555417095,@air0ee @SoccerMomTrades $PFE Pfizer said last week “we expect results in 2-3 weeks”… just in time to ignite “The mother of all Santa Rallies” 🎅🏽 🤣🤣 … maybe 🤔?!,pfizer-related,negative
239,1467642889823948804,"‘Wall of secrecy’ / Pfizer contracts under scrutiny amid claims of profiteering

~NO!!!~",pfizer-related,negative
240,1467642887139516418,"Dad's heartbreaking final text before he died from Covid after refusing vaccine

Don’t get killed. GET VACCINATED NOW!
 https://t.co/Ru9EuEbzPr",vaccine-outlook-related,positive
241,1467642884698562561,@EricTopol Last CDC director said he’d get more protection from a mask against Covid than he would from a vaccine.,vaccine-outlook-related,neutral
242,1467642875798241281,We’ve been trying to reach you about your vaccine subscription which is about to expire. Failure to renew will result in your COVID passport being revoked. https://t.co/xxPTNaFwzF,booster-related,negative
243,1467642871574675465,"Disregard for safety hazards, Australia's medical regulator, the Therapeutic Goods Administration (TGA) has approved access for 5 to 11 year olds to the Pfizer vaccine                                                                             https://t.co/93nL19xLfo https://t.co/XrcmJKmsf7",pfizer-related,neutral
244,1467642853547462657,The FDA Slaps Major Warning About Pfizer Drug as Vaccine Reactions Come Under Scrutiny https://t.co/HX6Rj4q9tS,pfizer-related,neutral
245,1467642822085922818,"@nickholtpodcast 🚩""Covid is a https://t.co/wSBJXwUxTH's revealed the compliance of the #MSM &amp; the power of Silicon Valley to curate &amp; control the public conversation. It's confirmed the sly dishonesty of political leaders &amp; their ultimate obeisance to corporate power.""🚩 https://t.co/TpDJCnqVVj",political-related,negative
246,1467642808253272068,@SKDitta @MdBreathe @pfizer The answer is common sense.  You are told if you have ore existing conditions to get vaxed so if you end up in the hospital with C19 and vaxed then it didn't work regardless.,vaccine-outlook-related,neutral
247,1467642798790692865,I want my money back on the covid vaccine #Sarcasm,vaccine-outlook-related,neutral
248,1467642778880462856,When does this stop ? How many shots does one need to get to be “safe” from Covid… and if you don’t cooperate than your vaccine passport gets revoked .. this shit is weird af https://t.co/2XsA3d2xB7,vaccine-outlook-related,negative
249,1467642749075742727,"Why is @joebiden ""@potus"" @CDCDirector @NAIAD Fraudci pushing outdated Pfizer covid shot that doesn't work, risk outweighs the reward for healthy people under 65, esp with the weaker variants like Xi virus, there is a Delta shot, but Biden's pushing the old shot.. not buying it.",political-related,negative
250,1467642747431661571,"I didn’t have Andrew Neil, who questioned the HIV/AIDS pandemic, in favour of vaccine passports, on my 2021 covid bingo card",vaccine-proof,neutral
251,1467642732772401154,Why Moderna won't share rights to the COVID-19 vaccine with the government that paid for its development https://t.co/yGODfZY79T via @ConversationUS,other,neutral
252,1467642703957479425,"@COMMANDMC1967 @SPKolten @james_doidge ""A report to VAERS does not mean that the vaccine caused the adverse event, only that the adverse event occurred some time after vaccination.""; ""The reports may contain information that is incomplete, inaccurate, coincidental or unverifiable."" vs. 5.25m confirmed covid deaths",side-effect-related,positive
253,1467642702091018248,"@NZStuffPolitics  so the business survived over the last two years. The individuals haven't got covid. But they don't trust the govt. Give me a break. 

Covid-19: U-turn on vaccine mandate allows takeaway staff to be unvaccinated https://t.co/JLEWetkP8T",vaccine-proof,neutral
254,1467642677185466376,"@laurenmill3r93 If it was safe and effective, the government, along with Big Pharma, wouldn't need to use threats and intimidation to force you to take an experimenta, untested, mRNA poison that the inventor of mRNA urges you NOT to take along with the former VP of Pfizer.",political-related,negative
255,1467642670898106369,"@jdotjones2004 @LadeBackk That’s a funny perspective. My FIL, retired USAF doctor, also a Trump supporter, is extremely pro-vaccine. One of my buddies who just retired from the Air Force just took a job with Pfizer. My cousin, retired USAF (was a A10 pilot), is vaccinated as am I. All great leaders.",work-related,positive
256,1467642660315807746,"@AZDHS Typo alert. Getting the Covid 19 does not protect families or communities. Can we try again with the ""Covid 19 vaccine""?",vaccine-outlook-related,negative
257,1467642636601380864,Italian Man Who Tried To Use Fake Arm For Covid-19 Vaccine Is A Healthcare Worker https://t.co/AY3iql9xVy,retweet,negative
258,1467642629928087555,@engineers_feed There are too many humans. Planet's resources are running out. The ruling elites failed to reduce population. Mass elimination is now pursued with vaccines (Pfizer) where people are ruled by Christian Churches &amp; Zionists. Chinese and Russian populations are spared for the moment. https://t.co/IC6Lt345KG,political-related,negative
259,1467642629412196356,"@WR4NYGov And no alcohol, which promotes deep REM sleeps, which in turn boosts your immune system. Still each of us has different immunity against Covid just like against any other diseases.😂 vaccination does help our immune systems to fight against Covid. @Kristennetten @Beniko26020660",vaccine-outlook-related,positive
260,1467642625821970441,"Disregard for safety hazards, Australia's medical regulator, the Therapeutic Goods Administration (TGA) has approved access for 5 to 11 year olds to the Pfizer vaccine                                                                                         https://t.co/L8D9WrG1UB",pfizer-related,neutral
261,1467642623921950727,"J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/oSgswW9IE9",retweet,positive
262,1467642615445213188,"@Timcast The vaccine is like the annual flu shots we are so used to getting. It may work against a variant of the coronavirus flu (we all know by now that the flu IS a coronavirus) and it may not. It's a bit of a crap shoot. Why we get a flu shot every year.

Covid vaccines = flu shots.",booster-related,positive
263,1467642612307877894,@EricTopol What about people who got J&amp;J initial and then Pfizer booster?  At what point do they get their 3rd shot?,booster-related,neutral
264,1467642589918674950,"@NPR | Pro-Trump counties now have higher COVID death rates.  Republicans, the biggest group of unvaccinated Americans, pay the biggest price. New NPR analysis reveals, since 5/2021, political polarization and rampant misinformation drive these deaths.~~
https://t.co/0uR9leeVIZ",retweet,negative
265,1467642582817820678,I think we have a long time before we see the end of covid unfortunately. Even with the vaccine there are new variants popping up. #GburgGHFall21 https://t.co/6anCpnlVcH,vaccine-outlook-related,negative
266,1467642565612744706,@thesundaytimes @TheFabledAesop Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,political-related,neutral
267,1467642533832323072,"YES ""If the world is going to beat the pandemic, countries need policies that promote a basic, but increasingly forgotten, idea: that our individual flourishing is bound up in collective well-being."" https://t.co/Q83IlmlW30",political-related,positive
268,1467642508511350786,"@DoYouEvenLif PFIZER'S CRIMINAL HISTORY 

THE CUTTER INCIDENT 

THE TUSKEGEE EXPERIMENT",pfizer-related,negative
269,1467642507836203012,"How many people have died from the vaccine in the U.S.? ONLY 3! (Updated July 23, 2021)
Source: covid-101.(org)/science/how-ma…

635,257 US Deaths from COVID 
Source: https://t.co/OaOpYOWmYE 
https://t.co/B5ZppOk0Mt 10",side-effect-related,positive
270,1467642494158581760,"@bu77erbean1234 @TeaPainUSA The same guy that said to inject bleach, wouldnt wear a mask, then caught covid and said windmills causes cancer.... I wouldnt have taken the vaccine then either",political-related,neutral
271,1467642493546246147,"@wytewzrdz At least they're being honest and trying to tell people there is a problem...
@pfizer_news 
@Moderna",pfizer-related,positive
272,1467642457248579584,@justthefacts85 When are they taking up the Pfizer pill? None of this makes sense.,pfizer-related,negative
273,1467642455336095751,"@afneil So you are advocating mandatory vaccination whilst claiming not to.  'Consequences'.  How pathetic. And, of course, scientifically illiterate.  You can catch and transmit covid despite being vaccinated. Passports are worse than useless, as they allow people to spread it! Idiot",vaccine-outlook-related,negative
274,1467642441620590600,"TGA chief urges families to vaccinate young children against Covid-19 in a bid to protect older family members, as Aussie kids aged 5-11 could receive the Pfizer jab as early as January, following provisional approval from the national drugs regulator. https://t.co/Vd7QDFi7Nn https://t.co/knzryCXy4e",political-related,positive
275,1467642437460017158,"@afneil Welcome to tyranny.

An unvaccinated person under 40 is not a burden to the state vs a vaccinated 80 year old. But the 80 year old gets no limitations?

Vaccination status does not represent risk and potential burden to the state. 

And why only Covid unvaccinated?

#unvaccinated",vaccine-outlook-related,negative
276,1467642435022974978,"#DarwinAwards

Pro-Trump counties now have far higher COVID death rates : Shots - Health News 

https://t.co/UAwIAfLuuR",political-related,negative
277,1467642429998256135,"@JamesSt22456955 @djcarrollmagic @couchieMeowMeow @KAhMonty @ghelfaire @KNorth31 @FireFlyJesss That’s not straight from the source, you ninny. If it was straight from the source, it would come from Pfizer’s website. Lol.",pfizer-related,negative
278,1467642429385986055,"@BillyPillgrm @AstorAaron @Dyllan88 The WHO estimates this particular vaccine reduces transmission by 40%.  If that number is correct, then this guy is right.  This vaccine will not do the trick.  https://t.co/HkzpkrhslF",vaccine-outlook-related,negative
279,1467642400596180999,"@JustinTrudeau Hi, again! Would the Canadian government consider approving something like this, if it worked &amp; was effective, if I may...?🤔🤷🏽‍♀️ Just curious, thanks 🙏🏽 https://t.co/Ml0LmVTBYW",political-related,negative
280,1467642396447940611,@valleyofthemud @mplspat @ScaryLikeAFoxx @CBSNews What is an average clinical trial? We are only into this a year.  I am sharing an article about vaccine injury an COVID. https://t.co/Kzx2bmVirF,vaccine-general-knowledge,neutral
281,1467642396217384966,"@PartyOatsUK @C05percent @RossDyerTV @StigAbell The elderly and vulnerable are vaccinated plus many millions more. 

Covid isn't that much of an issue right now. 

Forcing the vaccine on people is pure evil and is against everything this country supposedly stands for.",vaccine-outlook-related,negative
282,1467642394560512003,"These suppose “Covid-19 “ deaths are at an all time low. Why are we still pushing masking, vaccine, and lockdown mandates? Oh Government overreach by democrat leadership and the Biden Administration that’s why.  They want to maintain their Nazi like control over Americans.",political-related,negative
283,1467642387312914434,@ChrisAn06367911 @Kellie_Tallant They are ya 🙄🙄🙄 sure anyone who got a jab over 3 months ago is considered unvaccinated at this stage. I'm talking about people being turned away from medical practices and procedures based on vaccination status not sick people with covid in hospital.,vaccine-proof,negative
284,1467642378949378053,"@AnnCoulter Millions won't take MANDATES seriously unless ""science"" acknowledges acquired immunity as equal or stronger than synthetic immunity(with adverse EVENTS) my natural antibodies will kick Pfizer's antibodies ass every day",vaccine-outlook-related,neutral
285,1467642368493076483,"Spoke too soon earlier when I said I was having no side effects from Pfizer booster... 😑 obv glad to have got it, etc, etc but I feel a bit bleugh to say the least!!! https://t.co/QngFANk9Rl",booster-related,negative
286,1467642359378677762,Hugh Jackman flaunts his bulging biceps as he gets his Covid-19 booster vaccination  - https://t.co/F8oTJ1Nd3m https://t.co/Kf3lA91Jyb,booster-related,positive
287,1467642350155427841,Hugh Jackman flaunts his bulging biceps as he gets his Covid-19 booster vaccination  - https://t.co/UiscOHSq5B https://t.co/niObruIPvP,retweet,positive
288,1467642348066717707,"@afneil Had my tetanus jabs, never got tetanus. Had BCG, never got TB, had my MMR and never got Rubella or Mumps (already had Measles) had Polio jab, never had Polio. They work.

The Covid one doesn't stop anyone getting it, seems like a crap vaccine to me.",vaccine-outlook-related,negative
289,1467642308988444675,"J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/w7InpLTDqc",retweet,positive
290,1467642306148904963,Pro-Trump counties now have far higher COVID death rates : Shots - Health News : NPR https://t.co/Qh86RY80TL,retweet,negative
291,1467642305519575040,EXCLUSIVE South Africa delays COVID vaccine deliveries as inoculations slow | Reuters https://t.co/fRBnkjLeKM,political-related,neutral
292,1467642295218487301,"@thehill Well, doesn’t the buck stop at his desk??

Over 380k COViD deaths under Joe Biden

With a vaccine!!",side-effect-related,negative
293,1467642292164956162,"@Nathaniel_Free I got two doses of Moderna, and I got my Pfizer booster yesterday. I'm luckily doing great! Just a little fatigued, but then again, so is the entire S3 shop. Job-related or the shot, we'll never know 😉",side-effect-related,positive
294,1467642290730643459,"@JeffKirdeikis That's crazy

Even if you're pro vaccine, there are 100s of better ways to deal with it than to send people to prison or let them pay fines

Like why not just cut healthcare support for covid related treatments for unvaccinated?
No vaccine -&gt; no ""covid insurance"", pay yourself",vaccine-outlook-related,neutral
295,1467642289505722369,"@JeromeAdamsMD It’s not a strategy. It’s an alternative to the vaccine. If you had covid AND you’re under 50 with no underlying conditions, do you really need the vaccine? No. If you haven’t yet had covid, get the vaccine. But it begs the question- do we need two vaccines every year forever?",vaccine-outlook-related,negative
296,1467642286007889926,@World2Better @lowetze1 @RepJayapal Pfizer buying up all the advertising on mainstream news shows too. I wonder what that's all about? 🤔,pfizer-related,negative
297,1467642264000372740,"@Timcast Correction..

""This vaccine is amazing"" - Pfizer",pfizer-related,neutral
298,1467642263215951872,"Days 339 of the 365 days of year 2021.Covid-19 still with us/ECOWAS Body-ISWAP moves N18b annually through Nigeria financial system/FG spent $29m to procure 40m doses of J&amp;J vaccine/SERAP sued over Telecom shutdown/Omicro in India/free Myanmar,Senegal,Colombia&amp;Haiti
#FreeNigeria",political-related,neutral
299,1467642262993657857,"Folks are bringing up interesting points today.
It's funny to me how everyone is so skeptical about the covid vaccine like people are just putting untested raw sewage and radiation waste in their arms or something....",vaccine-outlook-related,positive
300,1467642244018552835,@Strange_G @Shane58637790 @acphnz That's just willful ignorance. The vaccine has never been 100% effective against infection but it does reduce the spread of covid-19 and reduces symptoms which helps protect our health system. The freedoms we have now are a direct result of the measures we adopted.,vaccine-outlook-related,positive
301,1467642234648645637,"“Canada’s tight labor market is forcing many companies to offer regular COVID-19 testing over vaccine mandates, while others are reversing previously announced inoculation requirements”

https://t.co/VzNBBXNvhV",political-related,neutral
302,1467642225484050432,@barmad250 @RandPaul @SenMikeLee @RogerMarshallMD You are sadly brainwashed. It's the VACCINATED who are contracting and spreading Covid. And ALL viruses MUTATE. Do you think the FLU mutates every year because of ppl who don't get flu shots? Lol. Your vaccine quits working around the unvaccinated? Smh,vaccine-outlook-related,negative
303,1467642224007696388,"@PeterHotez @NPR It's not only misinformation that's killing trump followers, its ignorance. Those that choose to live by being vaccinated hear the same lies about Covid &amp; Fauci as those that chose death over the vaccine. They'd rather die let them, but they shouldn't take the children with them.",political-related,negative
304,1467642210204229637,@JamesSt22456955 @djcarrollmagic @couchieMeowMeow @KAhMonty @ghelfaire @KNorth31 @FireFlyJesss It’s not straight from Pfizer. You got it from a bunch of doctors who think they’ve stumbled on the answer to a big worldwide conspiracy.,pfizer-related,neutral
305,1467642207779930116,"They are fine with this because their vision does not include democracy. Popular vote does not matter to Republicans.
Their war is for plutocracy. They are willing to sacrifice you to get there.
https://t.co/Lf6iX7Hi1z",pfizer-related,negative
306,1467642205691002886,J.&amp;J. Booster Worked for People Who Got Pfizer Shots in Study https://t.co/v8f1Fe3uIs https://t.co/8liVAEGc6V,booster-related,positive
307,1467642204193759234,"I find this sickening. A healthy 53 yr old man, using his fame to promote being injected with EXPERIMENTAL DRUGS. His personal choice should be kept private. Placebo??? 🤬 Hugh Jackman flaunts his biceps as he gets his Covid-19 booster https://t.co/2jRy0VZ9Gv via @DailyMailCeleb",vaccine-outlook-related,negative
308,1467642187869474820,"@theredblur1 And you trust Pfizer!

https://t.co/wKxUgxRGwl",pfizer-related,negative
309,1467642182739836939,"@Tinkelopen @mitsukos619 @iMadgen01 @SickKidsNews Here is the link, page 10: https://t.co/JfnhuCnLeM",vaccine-general-knowledge,neutral
310,1467642157649600512,"Steve Kirsch’s personal experiences show the whole US health system is being manipulated and their mission is to assure that the only treatment people have for COVID is to get the vaccine 
                                                                   https://t.co/Q12YJupm9Z",political-related,negative
311,1467642145939075074,"J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/dqZBLTgamr",retweet,positive
312,1467642144894566400,@SenSanders How much Pfizer and Moderna do you have in your $1.3 million in mutual funds?,pfizer-related,neutral
313,1467642134455099395,@YvetteHenson @afneil Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,retweet,negative
314,1467642127588872197,@DaaamnItsCold @Noahpinion Huffing jenkem is the only way to get the pfizer out.,pfizer-related,neutral
315,1467642125273550850,"@BCS118 @best_answer_4U @FoxNews Remember that the COVID-19 Corona virus has only been less than 2 years, these others have plagued humanity for generations. Even so, Pfizer’s vaccine is more than 91% effective against hospitalization and death, more protective than the chickenpox vaccine, 90%.",vaccine-outlook-related,positive
316,1467642113084911619,"""100% safe"" ""100% effective"" ""safest shot of all time!"" Pfizer Vaccine Batch Suspended in Vietnamese Province As Over 120 Students Hospitalized https://t.co/Q6NAFwCtuq",pfizer-related,negative
317,1467642095653511171,"@injectiveleft I kill people

❗️learn more about the COVID-19 vaccine",vaccine-outlook-related,negative
