id,text,topic,emotion
1467643101250572292,"2nd Pathology Conference - ARE DEATHS AND ADVERSE HEALTH EFFECTS AFTER VACCINATION AGAINST COVID-19 RELATED IN A PATHOLOGICALLY DETECTABLE WAY?

https://t.co/e2weYWPNbS",,
1467643090383085569,"There is even a protocol now o how to deal with patients after the vaccine, page 10: https://t.co/JfnhuCnLeM https://t.co/ihCgv4xxta",,
1467643083995029508,"@SenSanders 
@RandPaul 
We've spent over 30 $billion?
CDC Dir original paper said only 50 pct of U.S. population would accept ANY vaccine and whether people would ACCEPT vaccine would depend on speed &amp; severity of COVID.

Sounds more about SELLING vaccine than protecting people. https://t.co/kb2hlsXtsx",,
1467643082636242945,“People living in counties that went 60% or higher for Trump in November 2020 had 2.7 times the death rates of those that went for Biden. Counties with an even higher share of the vote for Trump saw higher COVID-19 mortality rates.” https://t.co/FJMTyfM0Bd,,
1467643078639251457,@BStulberg You might find this research of some interest: https://t.co/7tJQY11DXF,,
1467643062037983233,@STVNews Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1467643060582559751,@Nega80876329 @jeremy_hugh @DonaldJTrumpJr @joerogan Ivermectin is not approved for Covid genius and imagine taking de wormer instead of a proven vaccine that's idiocy,,
1467643044417753090,"@JustinTrudeau @CPHO_Canada @GovCanHealth - Hi, there! 👋🏽 About the COVID-19 antiviral pill 💊... would it replace the vaccine if it does the same thing that the vaccine, does, if I may ...?🤔🤷🏽‍♀️ Just curious, thanks 🙏🏽 https://t.co/1UWrfKCbbE",,
1467643034875531265,Seattle is so strict on showing your vaccine card or negative Covid test just to go eat 🙄 makes me happy that Olympia isn’t on that shit cause that’s a hassle tbh.,,
1467643025224515585,"@NFTer42069 @ZubyMusic ""The COVID hoax is really about lockdowns and destruction of economies and lives and vaccine injury and death and tyrannical takeover of ruined society.""

https://t.co/NoakhtZgxi",,
1467643020501831687,"Our own Emeritus Faculty Bill Mitchell was featured recently by the AAA as a “Weekend Read.” 

https://t.co/ikge5TR7p4",,
1467643008476762116,Proof that CNN will kick you when you're down to appease their ego. Typical woke shyte #FJB  https://t.co/r4srrzSiXf,,
1467643007881130000,@WelshGovernment has supported African countries w/ covid-19 funds and medical supplies but pharmaceutical companies restrict vaccine supply by refusing to share or waive IP. Wales will have to patch up global response unless we address the problem with availability/access.,,
1467642997827325957,"Do various parts of Africa have a high infection rate and a low death rate from ""The virus which shall not be named""?

mRNA vaccines for HIV coming soon.

(Misinfo label means Twitter disagrees with Bloomberg. https://t.co/Bh7sDPYpzE) https://t.co/oznGnzpvfK",,
1467642992907403266,"@StigAbell Not having a clue what is actually going on is an act of selfishness.  Seriously, I'm so sick of stupid people.  Here's the data.  You do your own analysis.

Hint...there's no public benefit.

https://t.co/n2b88kCm0X",,
1467642991099666434,"@PharmacyNS I'm the Caregiver for my Mom, who is in a nursing home. Can I get my shot? I had my 2nd Pfizer shot on April 20th.",,
1467642990688563200,"@ezralevant PS- Breaking: Israeli Ministry of Health announced today that it will soon approve the 4th vaccine shot.

It will mean that all those with 3 shots who don't get the 4th shot will have their Covid passes revoked (as happened to those with 2 shots).",,
1467642978453934084,"Wondering why ICUs don’t turn away COVID patients who never got vaccinated?… I know of one guy who couldn’t get his wife with stage 4 cancer into a hospital because of COVID saturation… If you don’t want the vaccine, own it! Keep our ICUs open.",,
1467642974049820682,"@OlgaRouge @poppamitch74 @arguablygay @JonnyGodwin @sailorrooscout COVID is not like the flu. Also, there's a vaccine against the flu viruses, which I also recommend everyone to take.

Early treatment doesn't work.

Please vaccinate everyone.",,
1467642964822298625,FDA Lets Pfizer Skip Vaxx Review Process...Again https://t.co/r0TsC8shQ7,,
1467642946308558848,"@RajBhardwajMD The only indoor Christmas event I am going to is on Christmas day. I am going to have dinner with my parents. All 3 of us have gotten the 1st, 2nd, &amp; 3rd dose of the #pfizer #covid19 vaccine.
If people want to get the vaccine all they got to do is drop-in: https://t.co/Ef03PnsaGl",,
1467642940487053318,"Congressman Introduces Bill to Force FDA to Release Pfizer Documents Within 100 Days, Instead of 55 Years | CHD U.S. Rep. Ralph Norman (R-SC) on Thurs...  https://t.co/ZCY5Wr39OS   #Doctor",,
1467642937911689224,"When this, in a 100% vaccinated and tested group with lower than normal external contact, happens it highlights the complete pointlessness of vaccine passports. https://t.co/jUVkX6vVI1 https://t.co/ngHI3F5em7",,
1467642929632141319,"@JeffKirdeikis For me that would have been the best option &amp; the one with the most personal responsibility &amp; freedom

- Take the risk of the vaccine &amp; get covid insurance (healthcare costs for covid related treatments covered)
or
- Don't take the risk of the vaccine &amp; don't get covid insurance",,
1467642920740147205,"CUMULATIVE ANALYSIS OF POST-AUTHORIZATION ADVERSE EVENT REPORTS OF PF-07302048 (BNT162B2) RECEIVED THROUGH 28-FEB-2021” 

If you have friends who refuse to recognise the #adverseeffects of #Pfizer , send them the link
https://t.co/1cCxIKar2t 
https://t.co/m7bzn03Slg",,
1467642907930812424,@Rhurley1973 @ruperthewison @elvisrockysly @Kellie_Tallant And what about the people who suffered adverse reactions after the vaccine. It's not like getting the vaccine stops you getting covid. I know many people who are vaccinated got covid and are very sick. I know plenty who got covid and weren't vaccinated and they are fine.,,
1467642901555417095,@air0ee @SoccerMomTrades $PFE Pfizer said last week “we expect results in 2-3 weeks”… just in time to ignite “The mother of all Santa Rallies” 🎅🏽 🤣🤣 … maybe 🤔?!,,
1467642889823948804,"‘Wall of secrecy’ / Pfizer contracts under scrutiny amid claims of profiteering

~NO!!!~",,
1467642887139516418,"Dad's heartbreaking final text before he died from Covid after refusing vaccine

Don’t get killed. GET VACCINATED NOW!
 https://t.co/Ru9EuEbzPr",,
1467642884698562561,@EricTopol Last CDC director said he’d get more protection from a mask against Covid than he would from a vaccine.,,
1467642875798241281,We’ve been trying to reach you about your vaccine subscription which is about to expire. Failure to renew will result in your COVID passport being revoked. https://t.co/xxPTNaFwzF,,
1467642871574675465,"Disregard for safety hazards, Australia's medical regulator, the Therapeutic Goods Administration (TGA) has approved access for 5 to 11 year olds to the Pfizer vaccine                                                                             https://t.co/93nL19xLfo https://t.co/XrcmJKmsf7",,
1467642853547462657,The FDA Slaps Major Warning About Pfizer Drug as Vaccine Reactions Come Under Scrutiny https://t.co/HX6Rj4q9tS,,
1467642822085922818,"@nickholtpodcast 🚩""Covid is a https://t.co/wSBJXwUxTH's revealed the compliance of the #MSM &amp; the power of Silicon Valley to curate &amp; control the public conversation. It's confirmed the sly dishonesty of political leaders &amp; their ultimate obeisance to corporate power.""🚩 https://t.co/TpDJCnqVVj",,
1467642808253272068,@SKDitta @MdBreathe @pfizer The answer is common sense.  You are told if you have ore existing conditions to get vaxed so if you end up in the hospital with C19 and vaxed then it didn't work regardless.,,
1467642798790692865,I want my money back on the covid vaccine #Sarcasm,,
1467642778880462856,When does this stop ? How many shots does one need to get to be “safe” from Covid… and if you don’t cooperate than your vaccine passport gets revoked .. this shit is weird af https://t.co/2XsA3d2xB7,,
1467642749075742727,"Why is @joebiden ""@potus"" @CDCDirector @NAIAD Fraudci pushing outdated Pfizer covid shot that doesn't work, risk outweighs the reward for healthy people under 65, esp with the weaker variants like Xi virus, there is a Delta shot, but Biden's pushing the old shot.. not buying it.",,
1467642747431661571,"I didn’t have Andrew Neil, who questioned the HIV/AIDS pandemic, in favour of vaccine passports, on my 2021 covid bingo card",,
1467642732772401154,Why Moderna won't share rights to the COVID-19 vaccine with the government that paid for its development https://t.co/yGODfZY79T via @ConversationUS,,
1467642703957479425,"@COMMANDMC1967 @SPKolten @james_doidge ""A report to VAERS does not mean that the vaccine caused the adverse event, only that the adverse event occurred some time after vaccination.""; ""The reports may contain information that is incomplete, inaccurate, coincidental or unverifiable."" vs. 5.25m confirmed covid deaths",,
1467642702091018248,"@NZStuffPolitics  so the business survived over the last two years. The individuals haven't got covid. But they don't trust the govt. Give me a break. 

Covid-19: U-turn on vaccine mandate allows takeaway staff to be unvaccinated https://t.co/JLEWetkP8T",,
1467642677185466376,"@laurenmill3r93 If it was safe and effective, the government, along with Big Pharma, wouldn't need to use threats and intimidation to force you to take an experimenta, untested, mRNA poison that the inventor of mRNA urges you NOT to take along with the former VP of Pfizer.",,
1467642670898106369,"@jdotjones2004 @LadeBackk That’s a funny perspective. My FIL, retired USAF doctor, also a Trump supporter, is extremely pro-vaccine. One of my buddies who just retired from the Air Force just took a job with Pfizer. My cousin, retired USAF (was a A10 pilot), is vaccinated as am I. All great leaders.",,
1467642660315807746,"@AZDHS Typo alert. Getting the Covid 19 does not protect families or communities. Can we try again with the ""Covid 19 vaccine""?",,
1467642636601380864,Italian Man Who Tried To Use Fake Arm For Covid-19 Vaccine Is A Healthcare Worker https://t.co/AY3iql9xVy,,
1467642629928087555,@engineers_feed There are too many humans. Planet's resources are running out. The ruling elites failed to reduce population. Mass elimination is now pursued with vaccines (Pfizer) where people are ruled by Christian Churches &amp; Zionists. Chinese and Russian populations are spared for the moment. https://t.co/IC6Lt345KG,,
1467642629412196356,"@WR4NYGov And no alcohol, which promotes deep REM sleeps, which in turn boosts your immune system. Still each of us has different immunity against Covid just like against any other diseases.😂 vaccination does help our immune systems to fight against Covid. @Kristennetten @Beniko26020660",,
1467642625821970441,"Disregard for safety hazards, Australia's medical regulator, the Therapeutic Goods Administration (TGA) has approved access for 5 to 11 year olds to the Pfizer vaccine                                                                                         https://t.co/L8D9WrG1UB",,
1467642623921950727,"J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/oSgswW9IE9",,
1467642615445213188,"@Timcast The vaccine is like the annual flu shots we are so used to getting. It may work against a variant of the coronavirus flu (we all know by now that the flu IS a coronavirus) and it may not. It's a bit of a crap shoot. Why we get a flu shot every year.

Covid vaccines = flu shots.",,
1467642612307877894,@EricTopol What about people who got J&amp;J initial and then Pfizer booster?  At what point do they get their 3rd shot?,,
1467642589918674950,"@NPR | Pro-Trump counties now have higher COVID death rates.  Republicans, the biggest group of unvaccinated Americans, pay the biggest price. New NPR analysis reveals, since 5/2021, political polarization and rampant misinformation drive these deaths.~~
https://t.co/0uR9leeVIZ",,
1467642582817820678,I think we have a long time before we see the end of covid unfortunately. Even with the vaccine there are new variants popping up. #GburgGHFall21 https://t.co/6anCpnlVcH,,
1467642565612744706,@thesundaytimes @TheFabledAesop Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1467642533832323072,"YES ""If the world is going to beat the pandemic, countries need policies that promote a basic, but increasingly forgotten, idea: that our individual flourishing is bound up in collective well-being."" https://t.co/Q83IlmlW30",,
1467642508511350786,"@DoYouEvenLif PFIZER'S CRIMINAL HISTORY 

THE CUTTER INCIDENT 

THE TUSKEGEE EXPERIMENT",,
1467642507836203012,"How many people have died from the vaccine in the U.S.? ONLY 3! (Updated July 23, 2021)
Source: covid-101.(org)/science/how-ma…

635,257 US Deaths from COVID 
Source: https://t.co/OaOpYOWmYE 
https://t.co/B5ZppOk0Mt 10",,
1467642494158581760,"@bu77erbean1234 @TeaPainUSA The same guy that said to inject bleach, wouldnt wear a mask, then caught covid and said windmills causes cancer.... I wouldnt have taken the vaccine then either",,
1467642493546246147,"@wytewzrdz At least they're being honest and trying to tell people there is a problem...
@pfizer_news 
@Moderna",,
1467642457248579584,@justthefacts85 When are they taking up the Pfizer pill? None of this makes sense.,,
1467642455336095751,"@afneil So you are advocating mandatory vaccination whilst claiming not to.  'Consequences'.  How pathetic. And, of course, scientifically illiterate.  You can catch and transmit covid despite being vaccinated. Passports are worse than useless, as they allow people to spread it! Idiot",,
1467642441620590600,"TGA chief urges families to vaccinate young children against Covid-19 in a bid to protect older family members, as Aussie kids aged 5-11 could receive the Pfizer jab as early as January, following provisional approval from the national drugs regulator. https://t.co/Vd7QDFi7Nn https://t.co/knzryCXy4e",,
1467642437460017158,"@afneil Welcome to tyranny.

An unvaccinated person under 40 is not a burden to the state vs a vaccinated 80 year old. But the 80 year old gets no limitations?

Vaccination status does not represent risk and potential burden to the state. 

And why only Covid unvaccinated?

#unvaccinated",,
1467642435022974978,"#DarwinAwards

Pro-Trump counties now have far higher COVID death rates : Shots - Health News 

https://t.co/UAwIAfLuuR",,
1467642429998256135,"@JamesSt22456955 @djcarrollmagic @couchieMeowMeow @KAhMonty @ghelfaire @KNorth31 @FireFlyJesss That’s not straight from the source, you ninny. If it was straight from the source, it would come from Pfizer’s website. Lol.",,
1467642429385986055,"@BillyPillgrm @AstorAaron @Dyllan88 The WHO estimates this particular vaccine reduces transmission by 40%.  If that number is correct, then this guy is right.  This vaccine will not do the trick.  https://t.co/HkzpkrhslF",,
1467642400596180999,"@JustinTrudeau Hi, again! Would the Canadian government consider approving something like this, if it worked &amp; was effective, if I may...?🤔🤷🏽‍♀️ Just curious, thanks 🙏🏽 https://t.co/Ml0LmVTBYW",,
1467642396447940611,@valleyofthemud @mplspat @ScaryLikeAFoxx @CBSNews What is an average clinical trial? We are only into this a year.  I am sharing an article about vaccine injury an COVID. https://t.co/Kzx2bmVirF,,
1467642396217384966,"@PartyOatsUK @C05percent @RossDyerTV @StigAbell The elderly and vulnerable are vaccinated plus many millions more. 

Covid isn't that much of an issue right now. 

Forcing the vaccine on people is pure evil and is against everything this country supposedly stands for.",,
1467642394560512003,"These suppose “Covid-19 “ deaths are at an all time low. Why are we still pushing masking, vaccine, and lockdown mandates? Oh Government overreach by democrat leadership and the Biden Administration that’s why.  They want to maintain their Nazi like control over Americans.",,
1467642387312914434,@ChrisAn06367911 @Kellie_Tallant They are ya 🙄🙄🙄 sure anyone who got a jab over 3 months ago is considered unvaccinated at this stage. I'm talking about people being turned away from medical practices and procedures based on vaccination status not sick people with covid in hospital.,,
1467642378949378053,"@AnnCoulter Millions won't take MANDATES seriously unless ""science"" acknowledges acquired immunity as equal or stronger than synthetic immunity(with adverse EVENTS) my natural antibodies will kick Pfizer's antibodies ass every day",,
1467642368493076483,"Spoke too soon earlier when I said I was having no side effects from Pfizer booster... 😑 obv glad to have got it, etc, etc but I feel a bit bleugh to say the least!!! https://t.co/QngFANk9Rl",,
1467642359378677762,Hugh Jackman flaunts his bulging biceps as he gets his Covid-19 booster vaccination  - https://t.co/F8oTJ1Nd3m https://t.co/Kf3lA91Jyb,,
1467642350155427841,Hugh Jackman flaunts his bulging biceps as he gets his Covid-19 booster vaccination  - https://t.co/UiscOHSq5B https://t.co/niObruIPvP,,
1467642348066717707,"@afneil Had my tetanus jabs, never got tetanus. Had BCG, never got TB, had my MMR and never got Rubella or Mumps (already had Measles) had Polio jab, never had Polio. They work.

The Covid one doesn't stop anyone getting it, seems like a crap vaccine to me.",,
1467642308988444675,"J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/w7InpLTDqc",,
1467642306148904963,Pro-Trump counties now have far higher COVID death rates : Shots - Health News : NPR https://t.co/Qh86RY80TL,,
1467642305519575040,EXCLUSIVE South Africa delays COVID vaccine deliveries as inoculations slow | Reuters https://t.co/fRBnkjLeKM,,
1467642295218487301,"@thehill Well, doesn’t the buck stop at his desk??

Over 380k COViD deaths under Joe Biden

With a vaccine!!",,
1467642292164956162,"@Nathaniel_Free I got two doses of Moderna, and I got my Pfizer booster yesterday. I'm luckily doing great! Just a little fatigued, but then again, so is the entire S3 shop. Job-related or the shot, we'll never know 😉",,
1467642290730643459,"@JeffKirdeikis That's crazy

Even if you're pro vaccine, there are 100s of better ways to deal with it than to send people to prison or let them pay fines

Like why not just cut healthcare support for covid related treatments for unvaccinated?
No vaccine -&gt; no ""covid insurance"", pay yourself",,
1467642289505722369,"@JeromeAdamsMD It’s not a strategy. It’s an alternative to the vaccine. If you had covid AND you’re under 50 with no underlying conditions, do you really need the vaccine? No. If you haven’t yet had covid, get the vaccine. But it begs the question- do we need two vaccines every year forever?",,
1467642286007889926,@World2Better @lowetze1 @RepJayapal Pfizer buying up all the advertising on mainstream news shows too. I wonder what that's all about? 🤔,,
1467642264000372740,"@Timcast Correction..

""This vaccine is amazing"" - Pfizer",,
1467642263215951872,"Days 339 of the 365 days of year 2021.Covid-19 still with us/ECOWAS Body-ISWAP moves N18b annually through Nigeria financial system/FG spent $29m to procure 40m doses of J&amp;J vaccine/SERAP sued over Telecom shutdown/Omicro in India/free Myanmar,Senegal,Colombia&amp;Haiti
#FreeNigeria",,
1467642262993657857,"Folks are bringing up interesting points today.
It's funny to me how everyone is so skeptical about the covid vaccine like people are just putting untested raw sewage and radiation waste in their arms or something....",,
1467642244018552835,@Strange_G @Shane58637790 @acphnz That's just willful ignorance. The vaccine has never been 100% effective against infection but it does reduce the spread of covid-19 and reduces symptoms which helps protect our health system. The freedoms we have now are a direct result of the measures we adopted.,,
1467642234648645637,"“Canada’s tight labor market is forcing many companies to offer regular COVID-19 testing over vaccine mandates, while others are reversing previously announced inoculation requirements”

https://t.co/VzNBBXNvhV",,
1467642225484050432,@barmad250 @RandPaul @SenMikeLee @RogerMarshallMD You are sadly brainwashed. It's the VACCINATED who are contracting and spreading Covid. And ALL viruses MUTATE. Do you think the FLU mutates every year because of ppl who don't get flu shots? Lol. Your vaccine quits working around the unvaccinated? Smh,,
1467642224007696388,"@PeterHotez @NPR It's not only misinformation that's killing trump followers, its ignorance. Those that choose to live by being vaccinated hear the same lies about Covid &amp; Fauci as those that chose death over the vaccine. They'd rather die let them, but they shouldn't take the children with them.",,
1467642210204229637,@JamesSt22456955 @djcarrollmagic @couchieMeowMeow @KAhMonty @ghelfaire @KNorth31 @FireFlyJesss It’s not straight from Pfizer. You got it from a bunch of doctors who think they’ve stumbled on the answer to a big worldwide conspiracy.,,
1467642207779930116,"They are fine with this because their vision does not include democracy. Popular vote does not matter to Republicans.
Their war is for plutocracy. They are willing to sacrifice you to get there.
https://t.co/Lf6iX7Hi1z",,
1467642205691002886,J.&amp;J. Booster Worked for People Who Got Pfizer Shots in Study https://t.co/v8f1Fe3uIs https://t.co/8liVAEGc6V,,
1467642204193759234,"I find this sickening. A healthy 53 yr old man, using his fame to promote being injected with EXPERIMENTAL DRUGS. His personal choice should be kept private. Placebo??? 🤬 Hugh Jackman flaunts his biceps as he gets his Covid-19 booster https://t.co/2jRy0VZ9Gv via @DailyMailCeleb",,
1467642187869474820,"@theredblur1 And you trust Pfizer!

https://t.co/wKxUgxRGwl",,
1467642182739836939,"@Tinkelopen @mitsukos619 @iMadgen01 @SickKidsNews Here is the link, page 10: https://t.co/JfnhuCnLeM",,
1467642157649600512,"Steve Kirsch’s personal experiences show the whole US health system is being manipulated and their mission is to assure that the only treatment people have for COVID is to get the vaccine 
                                                                   https://t.co/Q12YJupm9Z",,
1467642145939075074,"J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/dqZBLTgamr",,
1467642144894566400,@SenSanders How much Pfizer and Moderna do you have in your $1.3 million in mutual funds?,,
1467642134455099395,@YvetteHenson @afneil Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1467642127588872197,@DaaamnItsCold @Noahpinion Huffing jenkem is the only way to get the pfizer out.,,
1467642125273550850,"@BCS118 @best_answer_4U @FoxNews Remember that the COVID-19 Corona virus has only been less than 2 years, these others have plagued humanity for generations. Even so, Pfizer’s vaccine is more than 91% effective against hospitalization and death, more protective than the chickenpox vaccine, 90%.",,
1467642113084911619,"""100% safe"" ""100% effective"" ""safest shot of all time!"" Pfizer Vaccine Batch Suspended in Vietnamese Province As Over 120 Students Hospitalized https://t.co/Q6NAFwCtuq",,
1467642095653511171,"@injectiveleft I kill people

❗️learn more about the COVID-19 vaccine",,
1467642092440670215,@imhopin Sending you a lot of love. Surely your daughter is looking down and very proud of you. Today also the day my 5 yr old granddaughter had her second Pfizer jab. Thank you for all you are doing. 💞💞💞,,
1467642082416336900,"@mjtimber2 @CryptoWooX @APosoukh @Christi30686380 @Deus_Abscondis @Kevin_McKernan @BrentCa24718741 @kueny_michael @hmatejx @justask66054535 @jimmy_dore @ggreenwald @mtaibbi @AlexBerenson @aaronjmate @KimIversenShow @MartinKulldorff @FatEmperor @NickHudsonCT @ProfTimNoakes @creon @TuckerGoodrich @mtracey @KyleKulinski @Dr_ScottMc @CL4Syr Lots of increase for covid infection, none for vaccination in population level case-case-control with matched vaccinated, covid, and unvaccinated non covid https://t.co/umUVffjjBz",,
1467642077618003968,@oliveblogs Double vaccinated and still severely infected. You should sue the Government for not listening to the advice of experts in immunology and the lies from Pfizer.  Prayers for your family.,,
1467642075432701954,"@yslshua pfizer, i only felt sleepy and tired as side effect and yea my arm hurt like 2-3 days?",,
1467642065957830661,@KLV1063 @ken2lil @Cuttothechase11 Lol I got both doses of Pfizer and I don’t support either person 😾,,
1467642040762646528,"@hubertlepicki @MZHemingway That‘s not correct. At least in Germany, vaccines and having recovered from Covid-19 are treated equally. 
Also, I tested positive for Corona earlier this year (with no symptoms) and was told to only get one vaccine after 6 months, so I could be considered fully vaxxed.",,
1467642035570024449,"@PeterHotez @NPR Please take a few minutes of your extremely valuable time to contemplate https://t.co/9ZJE0qqA1S

Right-wingers worldwide promoting anti-science? It's just one plank of a platform saying that the government is the enemy, that public goods are inferior, don't trust any politician",,
1467642035129622533,@Benaskren Pfizer etc…cashing more money with every shot given….our country is an absolute joke run by big pharma,,
1467642029433888772,🤔 Why do I get the impression that if we had a 100% vaccination rate &amp; COVID continued Fauci/Democrats would start saying we need to get to 110% vaccination rate.. 😂😂,,
1467642021493940225,"@DarylTractor That’s because Hawaii and the opportunity to buy Pfizer sooner is back there...along with corruption, sexual assault, water theft, rent boys in prayer rooms, attacks on Victoria, QLD and WA etc etc",,
1467642005337554946,@SenSanders What are you talking about? Last week Moderna’s stock declined significantly (down over 15%). Pfizer stock was up a few percent. Can’t you get the facts straight?,,
1467641990221385734,Steve Kirsch’s personal experiences show the whole US health system is being manipulated and their mission is to assure that the only treatment people have for COVID is to get the vaccine                                                    https://t.co/g77OGuabpH,,
1467641983640367104,Pfizer clinical trials and vaccine court trials – HART https://t.co/5yUiJq4kwf,,
1467641982000369664,"@DrJamesOlsson @iMadgen01 Pfizer &amp; the captured TGA. 
https://t.co/qksrDDgG01 https://t.co/x1EIu2Qty5",,
1467641980767416323,"@drokane No, we should charge them for Covid-related hospital treatment if they decline vaccination.",,
1467641980486303744,@Salty_shifter @juniperjump @afneil Pfizer and az said results would be in 2023 so I’m guessing that would be it 🤷🏼‍♂️,,
1467641972206628871,"@InebriatedThe @EstaciaMoon @DonaldJTrumpJr @joerogan Definitely important but doesn’t negate the need the vaccine to help reduce community spread and chances of long term side effects and damage caused by Covid in even healthy young individuals. 

But I would definitely take 50 Joe Rogans over 1 Tucker Carlson.",,
1467641962534686724,@PoliticalOrgasm @allan75smith @roxtah @CTVNews He's a loyal customer of Pfizer's chemical lobotomy program.,,
1467641941344993285,"@myth_mythily Ah, great. I'm getting Pfizer today. AZ before.",,
1467641940887977984,@stellacreasy @davidallengreen Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1467641940816637955,@JOEdotie Lock down the vaccinated .... Then they can't spread it to the unvaccinated. Not much of a vaccine if you can still end up catching Covid...Next step is to blame the unvaccinated children .,,
1467641938367197186,"Find a COVID-19 vaccine in USA https://t.co/g9wOOBWXgv
#COVID19  #Vaccine – Incentives  –  Find Vaccine near you  –  Rewards  –  Employees additional vaccination support #VaccinesWork #USA #NYC #VaccinePassports https://t.co/7Wo7ENoBiO",,
1467641937201184773,"""As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply"" -  4 Bristol Myers Employees Release Statement After Suing Company for Refusing Vaccine Religious Exemptions https://t.co/awAbP64Pxc via @gatewaypundit",,
1467641899976728577,"@Razz67313186 @Tis4Turlz @SusanStJames3_ https://t.co/a0xbwxecd5

It's also no coincidence that the unvaccinated are the ones dying at a disproportionate rate compared to vaccinated.

Protesting mandates is one thing, refusing to get it to own the libs is just hurting them the most.",,
1467641894872051714,"One Land Council offered an incentive of $500 to have the vaccination, so...
https://t.co/rNzCBzmZZz",,
1467641879151919104,"@Covid19Crusher Is this article correct?

https://t.co/0ELWCcc6LX",,
1467641866430697473,"@or_tobie @DonaldJTrumpJr @joerogan I disobeyed Fauci and the accredited professionals. Never got covid. No mask, no vaccine, closely interact with hundred of people every week, never got covid. To each their own, I presume.",,
1467641852430110722,"""As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply"" - 4 Bristol Myers Employees Release Statement After Suing Company for Refusing Vaccine Religious Exemptions https://t.co/IkhqbfjHbj",,
1467641849682841601,Statement on Pfizer receiving $2 billion from taxpayers for COVID vaccine https://t.co/MHpIG5Y27d,,
1467641842057494532,@gillhayes55 @Yorkshirelover1 @mrjamesob Pfizer is stable for six hours after reconstitution in a clinic setting at a relatively stable room temperature. But if you're going from house to road and house it needs to be kept cooled. I would love to just pop a vial in my pannier. Far easier.,,
1467641834449084423,"""The rise of another variant again demonstrates that we cannot defeat COVID-19 until people in every country are vaccinated."" - AFSC's @PaulineMuchina writes about the need for greater vaccine access in this updated blog post. Read more here: https://t.co/AfVRP9ck4Q",,
1467641833022898178,"@Shilohv1955 @SueLaniMadsen Honestly, I’m almost at the point of not worrying about the unmasked and unvaccinated. Y’all wish to play the virus lottery, sweet. Please don’t overwhelm your local hospital. Or complain because some venues require proof of the Covid vaccine for entry.",,
1467641825909518336,"@TC_Group_Crypto @disclosetv We've seen the videos and stories of people suffering after the death jab and have decided that we aren't going to make the same mistake. It's a mistake that can lead to a bottomless pit of regret, like for this poor father who lost his only son to Pfizer:
https://t.co/Gltedv5hSj",,
1467641816803688453,"@pctech1com @ake2306 That’s a reasonable response Pat. Also there appears to be up to 3 different types of contents in the vials sent out. I can’t verify yet but many say some are saline. 
The data are Pfizer’s own they had to publish by Court Order.
https://t.co/8xrlpmKvF9",,
1467641816753311747,"@RossDyerTV @StigAbell The average age of a Covid death is 83. 2 years higher than UK life expectancy. There was never any need for a vaccine. Still isn’t. When you can grasp population growth and control, you’ll understand the vax prog. It’s why cancer causing tobacco and alcohol is perfectly legal. https://t.co/QcV2XHQqhn",,
1467641807978876941,"@CongressmanRaja Tell y’alls owners at J&amp;J, Moderna and Pfizer to release the patent and allow the world to receive them free of charge. 
Instead of pocketing money from vaccines that came at the expanse of your constituents taxes.",,
1467641801418936325,"@iMadgen01 31/12/20 - 06/11/21
Cardiac &amp;  Vascular disorders
11,375 serious adverse events reported to The EudraVigilance database reports for Pfizer mRna including 750 fatal
https://t.co/uA6DAh5Kbo https://t.co/i88KwKLBRf",,
1467641798629732357,"@theredblur1 I guess the FDA is also lying. 

https://t.co/lKhQlnTdoS",,
1467641796234649601,"@rkputcha @anil_ghanwat Theres quite a bit you need to learn chum. Govt CANNOT refuse admission into public spaces. Thats beyond their authority.

https://t.co/hpmALNHUIb",,
1467641792325513217,"@ULM_MAIN_UK Looks like it. And the areas they want to take out the most are throwing off the trial by not taking it.
https://t.co/KrU45ckQ0B
https://t.co/yKsHjG4DDu
https://t.co/y3LfAKPOfY",,
1467641777221951492,@paysupplystaff Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
