,id,text,topic,emotion
327,1.467644092742054e+18,"@ArtysHouse @BassistOld @L_istigatore @CONSMILITIA @chan_leeze @KatherineK221 @skeeduu @TallybanJoe @TomDoubting @ZoomZam10 @giddy_bunny @wookietim @LadyOfTheOcean1 @Merry_Hippie @Ihonestlydont19 @PrimedRosalee @Vickie627 @QuidRises @Booda_the_Great @LordBeige @VVichelangelo @grampazachary @vistaproper @Allie4Christ @r0xie_f0x @Aimhighffw @MistressRedWasp @RAGINxCAJUN @SOTR1776 @steeb_ryan @instinctnaturel @Derlosviper @MattRocker7 @furcopalypse @Daddy__Swag @JusticeLibert17 @goodtroubless @Jetson77 @DemocratMarine @throghn @Flattielover @KUIDAORE2014 @RickySi16087724 @Fuksoks @EisOnMN @TheLandsNotOurs @avgTZMJoe @EarthOne_13 @FighterTh @muitoalemck_ 16 out of 50? Also, you are a proponent of states rights then? So should abortion be a state right, vaccine mandates?",,
328,1.4676440910811095e+18,"@AuschwitzMuseum No-one is ""exploiting"" the tragedy - they're saying don't repeat it ! ... Your objection to that is puzzling, to say the least ... ""Vaccination"" is not the issue; it is the collection of draconian measures, including coerced ""vaccination"" and removal of liberties !
#OpenYourEyes",,
329,1.4676440908922307e+18,"@country_musings @johnrich How does it help their fellow man? Themselves, but no one else. The vaccine doesn't confer immunity. It creates antibodies to reduce severity. Seriously, when did libs become so anti-science?",,
330,1.4676440860394947e+18,@diamondgeeezer @NormanTShenley @afneil What has vaccination achieved?,,
331,1.4676440836822344e+18,@_RadicalReality The vaccine doesn't work. #FJB,,
332,1.4676440832671498e+18,"@BD74798687 @IGotNothing4Ya @jimcramer Big pharma has everything to gain!
Stop LAME comparisons to animal &amp; common vax types to mRNA vaccine, which has never been used in humans! Why didn't they use standard Vax &amp; why did the govt only fund mRNA vax? Rabies vax IS 100% effective CoVax is NOT.
Stop fear-mongering!",,
333,1.4676440829064028e+18,"@UrosZx Since trump is pro vaccine amd encouraging people to get the vax , i became anti vaxxer",,
334,1.4676440777977897e+18,"My wife, last night, loudly so everyone could hear, when I was asking if there were 2 lines at the kids’ vaccine clinic: 

“You’re not the vice principal of the line Jeff”.

Kids: “yeah, Dad, you’re not vice principal of the line!”.

Me under my breath: “…we’ll see…”",,
335,1.467644072479363e+18,"Joni Mitchell had a terrible time with polio. 🙏🏻
Thank goodness children today have a safe, effective vaccine. https://t.co/jC13r5WRWQ",,
336,1.4676440713804104e+18,"Can anyone point me towards an essay that answers 'but why is anti-vaccination belief such a big thing? Why vaccines and not, say, cars or Wellington boots or egg whisks? Why are vaccines so totemic of something and, what indeed, are they totemic of?'",,
337,1.467644067760595e+18,"@RepThomasMassie The president wouldn’t have to mandate vaccinations if people like you had more respect for others.  By the way, vaccine requirements for school, travel, military etc. have saved lives.",,
338,1.4676440630002852e+18,"My last OpEd (https://t.co/z3xsMMPwN9) was abt @KingJames &amp; encouraging vaccine uptake. The opportunity is still there, &amp; new @NEJM paper using no other than vax’d @NBA players’ data shows vaccinated ppl who get covid clear it faster (https://t.co/Ukiio5wJQS) h/t @RWeintraubMD https://t.co/JwQvKvSIHf https://t.co/qvmSjeNwIw",,
339,1.4676440559160074e+18,Vaccine mandate would be declared criminal if Trump was dictating it. https://t.co/YjvkOX8PK8,,
340,1.467644052929712e+18,"@RDavisJ1 @BenignVanilla @malavemark @Reuters Lol, taking the vaccine is a selfish act as well.",,
341,1.4676440477245358e+18,@Timcast maybe because it's not a vaccine,,
342,1.4676440468814275e+18,"@Radica00 As most stocks plummeted in recent days, Pfizer has done surprisingly well. The trend has been upward for Pfizer while most of the other stocks took a nose dive. https://t.co/VsZwxmQNkr",,
343,1.467644041819009e+18,"“I am so excited for my vaccination this week…and to wear my cape around Halifax after.”- our 5 yr old

If you see a superhero duo in #Halifax this week, we’re celebrating science.

                   💞🦸🏼‍♂️ 🧬🦸🏼💞

#NovaScotia #Vaccination #Science",,
344,1.4676440370794455e+18,"@EMA_News Why are you taking so long to evaluate such proven and successful vaccine as Sinovac,used also in EU member state? Where is the update and what is the reason for your delay. It's been 6 months already I believe.Why are you approving experimental vaccines but not traditional one?",,
345,1.467644033371566e+18,"@CDPHE #Death &amp; #Myocarditis 

Parents: Australia forcibly vaccinated the Children.

This is what happened.

Vaccine Adverse Events for Australian kids15 years &amp; younger in just 1 month (Oct to Nov). 9587 reports in total overall age groups w/ 77 reported Deaths

https://t.co/HzdZ0YHTU6 https://t.co/3ws41NaDWB",,
346,1.467644032469848e+18,"@Machoma52525440 @Timcast It is a vaccine, you dope.",,
347,1.467644032067248e+18,"@EmmaStarkey11 @AlYap73961573 In Australia there's also been almost no Covid. And yes, Pfizer and Moderna's vaccines aren't well designed side effect wise and I would at the very least stop jabbing &lt;30 year olds with those.",,
348,1.4676440312577884e+18,"@MGresko2431 I won’t say it that way because I love them all dearly, but yes. They have chosen not to mask or vaccinate. I want them all healthy again, and I don’t want to lose any more family members on that side. One caught Covid before the vaccine and still wasn’t masked. It’s concerning.",,
349,1.4676440308591534e+18,Woo first vaccine pass scan!,,
350,1.4676440298652344e+18,WHY THE FUCK DO WE NOT HAVE ONE SINGLE MASTER WEBSITE WHERE YOU CAN LOG IN AND IT HAS YOUR MEDICAL RECORD AND YOU CAN IMMEDIATELY SEE ALL AVAILABLE VACCINE APPOINTMENTS IN YOUR AREA IT DOES NOT HAVE TO BE THIS COMPLICATED,,
351,1.467644028258771e+18,@StuartBrian7 @EstaciaMoon @DonaldJTrumpJr @joerogan Do you require vaccination to fondle yourself?,,
352,1.4676440258135736e+18,@ArtKorenevsky @seanpero theres a huge difference between being in a vaccine required sports arena with no mask on and being in a covid ward obviously.,,
353,1.467644025528275e+18,"@RadoRadoulov @GeneticsMike7 @BretWeinstein OMG.
1. The 50-70% referred to the link I posted to refute your nonsense claim. And this is against a non-fast mutating pathogen.

2. Indeed, a fast mutation is a challenge. Just like the flu every year. And guess what the effectiveness is there?

https://t.co/aHd0ACLWYr",,
354,1.4676440228354744e+18,"Oh, and get the bloody vaccine. Several of the 40 people waiting in A&amp;E were there because of Covid",,
355,1.4676440214178038e+18,@SgtJames13 The vaccine doesn't work. #FJB,,
356,1.46764401979034e+18,"IS THIS A MURDER? Doctor Found Dead Hours After Releasing A Secret Vaccine Video! [WATCH] 

I Shared a lot of info about this doctor just before he was killed; he tried to get the truth out: they are POISON!! https://t.co/am1TV4msXg",,
357,1.4676440196435886e+18,"Poetic / Karmic Justice

Preacher who spread vaccine lies dies after being hospitalized with Covi... https://t.co/nJkhJUyae8 via @YouTube",,
358,1.4676440162043372e+18,"@CanariesBlue Type pfizer criminal history into google. 
Its mandated you inject their product in our body.

""Pfizer has been a “habitual offender,” persistently engaging in illegal and corrupt marketing practices, bribing physicians and suppressing adverse trial results.""",,
359,1.4676440116661985e+18,"@AmerMedicalAssn There's no need for most Americans to get the vaccine, nevermind the booster shot. The median IFR for those under 70 by seroprevalence is still .05%.",,
360,1.4676440089440502e+18,"@MellingJen @Rorschach1011 @DavidFPower @afneil You’ve just told me you believe the vaccine is causing heart failure because of your dad and now you’re telling me to look outside my immediate circle?

If the vaccine caused heart failure, where are the 10s of millions of cases? Show me the national data",,
361,1.4676440070985032e+18,"@KARMAISAROUNDUS @Niros_CH @decaraiman Karma uite asta e tare! discutau oct. 2019! 
video ce zice Rick Bright ala fix de China
https://t.co/8PM26BO0jl
 Fauci""untested kind of vaccine like an mRNA vaccine,would take at least a decade (if everything goes perfectly”) to go through proper trials and be approved by the FDA",,
362,1.467644004649128e+18,@ElliAdventurer @atensnut @LouDobbs How bout this Eli; I am perfectly healthy; I don't take the vaccine against my free will; I take a hands on approach to my health therfore I prevent/lower the chances of getting any disease! OR If it ain't broke don't fix it! ALSO I don't make the 4 major pharmaceutical co. RICH!,,
363,1.4676440014948475e+18,"@veebee1010 @KhoaVuUmn I never understood that rationale. Not to ""boost"" is like throwing away vaccines already in arms. To say we can't finish vaccination process is like telling someone to eat their peas b/c there's a poor, starving child in India. It's not like plenty of Americans haven't died . . .",,
364,1.467643991944536e+18,@DavideDionisi2 @magsophazjon Dave try not to use the word vaccine you're giving them too much credit. I usually just say jab.  If this was 2019 it wouldn't be considered a vaccine.,,
365,1.4676439900865004e+18,"@JuliaHB1 @afneil Correlation isn’t causation. You can have similar arguments about masks. 

But if vaccines reduce transmissions (which I believe they do) why logically wouldn’t vaccine passports help ?",,
366,1.467643988291248e+18,@RyanCrout1 @afneil Why would vaccine passports work when the vaccines don’t actually work?,,
367,1.4676439843780567e+18,"@1Rsklk @NZRossVideo @GayMaxine Thee irony is the vaccine seems, apparently, to remove the recipient's ability to perceive how they're being manipulated. How would you know? If you watch TV or read the Herald, you are, I equivocally, programmed.",,
368,1.4676439827464602e+18,Omicron is supercharging the COVID vaccine booster debate https://t.co/7m76UrhS0U,,
369,1.4676439808085524e+18,"@NRCC GOP’s bad COVID policy is literally killing its constituents 

https://t.co/TZ22StOdtz",,
370,1.4676439800997724e+18,@afneil How deadly is this new variant compared to the flu? Why would seasonal flu deaths be reclassified as covid? How long do you think vaccine passports would need to be in place for? Aren't you concerned about the Pfizer vaccine test data deaths. 1 in 17 dead during trails? https://t.co/ftLwS00oMK,,
371,1.467643979680387e+18,@twicrates Moloch demands your vaccination passport,,
372,1.467643979428737e+18,@andrewbostom @jengleruk This is heartbreaking! When will they listen and stop focus on vaccination.,,
373,1.467643979378352e+18,@townhallcom This president has a vaccine….still more people dead.  Great job assholes,,
374,1.4676439785939354e+18,@FreedmFightr666 @OzraeliAvi And Eltham was one of the dominant vaccination people. The more you go to the city the more hesitant. So The pole is just a fraction of what will come.,,
375,1.467643976161194e+18,@jpen98 @paimadhu California has high vaccination rates in certain counties.  The county where I live is barely 65%.  That is not good enough.,,
376,1.4676439650297324e+18,"So if you're a black football player and misrepresent your vaccine status, you get suspended for 3 games, but if you're white you only miss one game. Am I the only person to notice this?",,
377,1.467643962504614e+18,@julestw9 @ROCKITSH1P @KiwiMark8 @ItssTempo @BopYourLabrador I'm talking about vaccines.   Not objecting to other measures.   Just highlighting that this vaccine will not and is not stopping the spread.,,
378,1.4676439614561403e+18,@DrEliDavid I gladly took 2 Pfizer jabs but now I'm done hahahahahahaha,,
379,1.4676439614057062e+18,@RCM9953 The vaccine doesn't work. #FJB,,
380,1.4676439568550339e+18,"The COVID-19 vaccine is our best shot, Arkansas, at reducing the spread of COVID in our community. We encourage everyone to get the vaccine - and don't forget to get your second dose.

Call 501-506-2747 to schedule your appointment to get vaccinated. #COVID19Vaccine #OurShotAR https://t.co/860CgNx2tr",,
381,1.4676439564019507e+18,CDC Head: FDA Could ‘Streamline’ Omicron Booster Authorization As ‘Much Of The Vaccine’ Is ‘The Same’ https://t.co/hPPbDEp2en,,
382,1.4676439558022554e+18,"https://t.co/BnZf9vUjI5
Many children of the 1935s are dying of covid. Please vaccinate them all!  #vaccinatevi_e_basta #VaccineMandate #vaccination #Pfizervaccine #SaveLives #SaveChildren #ChildrensRights #5to11vaccine https://t.co/WjdC6V5ATE",,
383,1.467643953616982e+18,"Pfizer Will Not Give mRNA Shots To Countries Where They Face Legal Liabilities For Side Effects

""Pfizer has been hesitant to go into some of the countries because of the liability problems, they don’t have a liability shield."" - World Bank President David Malpass",,
384,1.4676439534868398e+18,"@CDPHE #Death &amp; #Myocarditis 

Parents: Australia forcibly vaccinated the Children.

This is what happened.

Vaccine Adverse Events for Australian kids15 years &amp; younger in just 1 month (Oct to Nov). 9587 reports in total overall age groups w/ 77 reported Deaths

https://t.co/HzdZ0YHTU6 https://t.co/mJQRJoY2sj",,
385,1.4676439519853978e+18,"#SaidNoDoctor, except Dr. Jay Gordon, who made this statement about the HPV vaccine on the Ricki Lake Show. https://t.co/YAJl7YlVTB",,
386,1.4676439488395674e+18,"@ElectionWiz @IsabelOakeshott Yes of course they are ,more misinformation from Isabel trying to get some more exposure for more lies,it was nothing to do with vaccine passports.",,
387,1.4676439452450488e+18,"No wonder everyone is so confused! Some business owners were in tears after hearing a vaccination mandate no longer applied to takeaway staff, Restaurant Association says. https://t.co/kDGWlg07WG",,
388,1.4676439420868772e+18,"@Fatsloggers It's certainly possible, I did a round up of all the studies I could find of severity specifically of reinfections -- more out there somewhere though I'm sure. 3 out of 4 suggest less severity protection than from vaccine breakthrough, but who knows...

https://t.co/AU9rG08Pmd",,
389,1.467643926995632e+18,"Speaking as a vaxed person who often still wears masks in public places, I have to ask at this point what the game plan is. If the vaccine is never going to actually eliminate Covid or stop spread completely and neither are masks, we're supposed to mask and vax forever?",,
390,1.4676439231789548e+18,"@JeremyDeeeeee @RebootedSystem @Bonnie74516917 @johnnydrummr @rainnwilson Wait wait wait.... ""his entire feed is filled with vaccine denial."" I quickly scrolled back through to October 1 and there's one vaccine/covid related retweet. Rest is all sports related. You're the one making shit up here pal....",,
391,1.4676439222225674e+18,@larsonlutz @ElectionWiz @pnjaban Also I’m guessing you are just as angry about DeSantis &amp; company signing anti-vaccine mandates mandating businesses to not be able to mandate vaccines. Right?,,
392,1.4676439218451333e+18,"@afneil So basically, Neil, you believe in mandatory vaccination?",,
393,1.4676439216310886e+18,@Michael22314271 Thankfully they let me queue to register while they waited in the car. But we still had to wait in line for the actual vaccine. Thankfully only one family in front. It was about 5 mins but seemed to last forever.,,
394,1.4676439196472607e+18,"Michelle's Conversations that Matter will welcome employment law attorney, Alix Rubin to talk about Vaccine Mandates in the Workplace. Come with your questions &amp; we will get them answered!
#michellesconversationsthatmatter #workplacehealth #vaccinemandate https://t.co/nQOTA5llSb",,
395,1.467643913091666e+18,"@AbesLogic @ClareCraigPath It is.  And none of this data supports anything you say or your anedcotal evidence except, indeed, as I say, the greatly debated question of whether to vaccinate all children or vaccine mandates, which are accepted as to a greater degree or not contentious.",,
396,1.4676439108896113e+18,@djlange It only appears to apply to the Covid-19 vaccines. I know people who decided not to get the influenza vaccine and they haven’t been labelled anti-vaxxers. Weird isn’t it.,,
397,1.467643909740249e+18,"8yo niece got her second Pfizer jab today, and my mom is scheduled for her booster on Tuesday. Thank you, science!",,
398,1.4676439006847345e+18,@GeorgeTakei VP started it in my opinion. I won't be taking the vaccine started by Trump. Now she is pro vaccine.,,
399,1.4676438953916908e+18,@DOMSPRIVATEGYM @PhilsandJenn Ok it’s not a vaccine,,
400,1.4676438928918528e+18,@BoudicaThe @IanDunt What about the mentally ill who have paranoia and are frightened of all medical intervention?  You can't make someone who is petrified of the vaccine sign a contract like this. They may feel that they have no choice.,,
401,1.467643891809669e+18,"@HoJack214 @bulldog19831 @FaceTheNation Howard, Howard!  Life is not safe.  Get on with life.  This virus will be with us forever.  The jab is not a vaccine.  But keep wearing your mask to show you “care”.",,
402,1.4676438911931965e+18,@SunnyL723 @UKHSA My understanding of its omicron they have to tell you as close contacts will also be asked to self isolate regardless of vaccination status. Not all labs sequence it yet though.,,
403,1.467643890954031e+18,@garden_terra That's not true. Not all high risk people qualify for or can get the vaccine.,,
404,1.4676438902704087e+18,@JohnShort70 @JeffreyPeel @afneil You can't use vaccine history for mrna vaccines.   30 years + of research not a single licenced drug or vaccine on the market.   Mrna has absolutely no history to draw on.,,
405,1.4676438899768566e+18,"I dont feel pain no more for people who take the vaccine, we warned them enough, now they are busy making noise here on Twitter, we warned yall, open a whatsapp group and go complain there, y'all are tiring. Y'all called us names when we warned you, now sheet is hitting the fan https://t.co/1ypPFaFADI",,
406,1.4676438888611717e+18,"120 children hospitalized, province suspends Pfizer vaccine batch - VnExpress International https://t.co/Vr0MajUzVQ",,
407,1.4676438826202112e+18,Urgent Omicron News: Johnson &amp; Johnson can make Pfizer and Moderna More Effective https://t.co/DVNYKLLvPb,,
408,1.467643881235882e+18,"@ZaidZamanHamid Sir we are forced to get vaccine here.
We can't get a job without vaccine can't eat in a restaurant. Can't shop around or anything 😢",,
409,1.4676438779599462e+18,"@CDPHE #Death &amp; #Myocarditis 

Parents: Australia forcibly vaccinated the Children.

This is what happened.

Vaccine Adverse Events for Australian kids15 years &amp; younger in just 1 month (Oct to Nov). 9587 reports in total overall age groups w/ 77 reported Deaths

https://t.co/HzdZ0YHTU6 https://t.co/IJ996SsXkm",,
410,1.4676438770667766e+18,At one point Vermont had the highest vaccination rate in the country. https://t.co/yMDTUKkwWS,,
411,1.4676438767352586e+18,"Finally received my booster 💪🏼💉 Lucked out, walked in the pharmacy and they had an extra dose. #Pfizer",,
412,1.4676438739544596e+18,"@WhiteSpir1t Those are shirts, not people. Vaccine mandate for high risk occupations is common sense. We are closing in on 80% vaxx rates now, so the loony minority are slowly becoming less and less.",,
413,1.4676438656876298e+18,"Also the speed at which infection occurs is hastened greatly, symptoms can take as long as 1 to 3 months to develop. Also the vaccine can be effective up to 14 days post exposure, not 24 hours",,
414,1.4676438644838277e+18,@ElliotRoy23 @TomReese1 @ACTBrigitte Many republicans are only Republican because they are against abortion. They want to change the law to stop a women from having control her own body. But enforcing a safe and effective vaccine mandate is unconstitutional? That’s extreme.,,
415,1.467643862034223e+18,"@JayJayBeeze @Tony__Heller @MichaelAlleson @kath2cats @sammy44231 @handmadekathy @JonathanHannah @deralteGaukler @MelsyJ @sailor_man_dan @richykirsh @mcfunny @ogilville1 @JessHan95074669 @J_EmpyreanGoals @KStateTurk @provaxtexan @FraiseAdam @SultaneAlexand1 @AndrewLazarus4 @rpagano697 @satekor @kevinault @JimeeLiberty @swedishchf @tenebra99 @Sara4843 @janem1276 @doom37455413 @raouldukeerik @PaulDesmoParker @namagoy @Monstercoyliar @andylumm @_mamadeb @Kathmarval @Fannyi5 @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup ""I actively tried to get covid but could not.""

Average age of death from covid is 84.

Average age of death from the vaccine is 33.

Covid prolongs life. It will soon be sold in health stores.",,
416,1.4676438619965522e+18,"@DrEliDavid I'm about as pro vaccine as they come, but this is cause for concern. I have my two shots, but this is as far as I'll go. I'm not getting an additional shot every 6 months until the end of this pandemic. Maybe one a year if new variants prove more dangerous, but that's it.",,
417,1.4676438515696148e+18,"@DrEliDavid Can we stop calling this prescription, a 'vaccine' now?",,
418,1.4676438512760136e+18,@zerohedge When can we say the vaccine doesn’t work,,
419,1.467643850332201e+18,@celliottability Can you speak up on what happened at the Barrhaven (Ottawa) vaccine clinic this weekend? People are talking about the death of a 6y old that died shortly after being vaccinated with first shot. 👇 https://t.co/h18HpvFRz0,,
420,1.4676438322798428e+18,So 12 got this new variant that had the double vaccine compared to 6 not vaccinated 🤔 https://t.co/A5DBZujh1j,,
421,1.4676438269406126e+18,.@POTUS @BorisJohnson @JustinTrudeau @RegSprecher @Palazzo_Chigi @EmmanuelMacron @JPN_PMO @pfizer @moderna_tx @BioNTech_Group @AstraZeneca: We can’t vaccinate the 🌍 unless countries and companies come clean on vaccine data. We need transparency now! https://t.co/FyoL4WeVK9,,
422,1.4676438268315116e+18,"@Mitchinkb @RSBNetwork Let me ask you something. Why do I need luck? If i don't get the vaccine what can happen? If I don't get tested every week for God only knows how long, what can happen? Tell me. Since I will need luck, wth will happen?",,
423,1.4676438232034386e+18,"@DorneEdwards @IndolentDad @Chris_RA50 @StigAbell The difference between the polio vaccine and the covid vaccine is that the polio vaccine side effects are known, it's proven to actually work, and no one has threatened people with being shunned, fired, and kicked out of places for not having it. Stop being frightened fascists.",,
424,1.4676438209050132e+18,"There are I understand something between 8 and 10 million in this country that have natural immunity.......why should those people have to be vaccinated?

Again, from what I understand, the current vaccine was only ever supposed to protect against the original virus strain.",,
425,1.467643817687978e+18,Confidential Pfizer Document CONFIRMS Death-by-JAB! (LINKS in Description) https://t.co/SiRKYgM7qe via @BitChute,,
426,1.467643804513538e+18,"IMO political/medical ego seems to have stood in the way of common sense and democracy.

Daily or every second day RAT were not considered an acceptable option to mandatory vaccination.

No state should mandate injection of any sort.
People should not be coerced to be vaccinated. https://t.co/N8t4BkhUst",,
427,1.467643804387885e+18,"@wuuyyan Discrimination?, segregation?
As an Indigenous male, I know too well about REAL discrimination and segregation, and this is not either, find a real problem.
As for shopping for food, I know that there is no vaccine mandate stopping people from shopping for food, misinformed much?",,
428,1.467643796468863e+18,"@CDPHE #Death &amp; #Myocarditis 

Parents: Australia forcibly vaccinated the Children.

This is what happened.

Vaccine Adverse Events for Australian kids15 years &amp; younger in just 1 month (Oct to Nov). 9587 reports in total overall age groups w/ 77 reported Deaths

https://t.co/HzdZ0YHTU6 https://t.co/dnWGSufqIN",,
429,1.467643794149589e+18,"@RocessGlenn @irish_dan82 @RKJ65 @WSJ We haven't had a vaccine for the cold, either. It's a new world.",,
430,1.4676437928199578e+18,@bornoncemore @VABVOX Also the vaccine shortens the duration of COVID which means it spreads less.  So no your final point is that of a TOTAL JERK.  GO AWAY.,,
431,1.4676437900055224e+18,"@JustinTrudeau @CPHO_Canada @GovCanHealth PLEASE hurry this approval process up. And PLEASE let the pill be a vaccine replacement or substitute, for those who need it (ie. those that fainted upon receiving their vax, etc.)  Be reasonable! It’s Christmas. ✨🎄 https://t.co/SvIFtOR5I8",,
432,1.4676437875392061e+18,"If there was a vaccine for cancer proven to prevent every kind, antivaxxers and people just like her would still refuse it. Doesn’t matter what it is. It’s defiance and stupidity. https://t.co/ihjoKiEsJR",,
433,1.4676437842131354e+18,@VGersht @nntaleb What are the long term effects on an unborn child whose mother gets the vaccine?,,
434,1.467643777942655e+18,that was buzzy using my vaccine pass for the first time 🤣,,
435,1.4676437766884762e+18,Breaking news- Christmas in Western Australia is delayed by 2 weeks due to Santa not wanting to have a covid vaccination and having to quarantine for 14 days.,,
436,1.4676437751283753e+18,@afneil So Neil is now on the payroll of Pfizer,,
437,1.4676437688619581e+18,Smiling &amp; dead eyed as she injects a potentially lethal vaccine into her own child's arm. These ppl are psychopaths. https://t.co/8ir07n242U,,
438,1.4676437666351227e+18,I have to go get my vaccine pass soon then cause if the government wants to play the fool...,,
439,1.4676437642357187e+18,"@cigarsalesman @akheriaty the vaccine is definitely shit but I agree this is a pretty shit ""vaccine is shit"" argument...",,
440,1.4676437618617958e+18,"@MarcoBarigazzi2 @RefRgby @NorkaNumbered @ceevinny2 @mmcodd @WHCOS Considering it's an airborne global pandemic, vaccination and masking doesn't really seem to be that unusual or difficult of an ask.",,
441,1.467643760943059e+18,@BroMeredith @GavinNell4 @pausedonface @GayMaxine You say ‘greater good’ ignoring the stats on how many people are benefiting from vaccination. It’s like you’re two years behind the conversation.,,
442,1.467643756593574e+18,"@ripratatouille @BrownstoneSteve @Cypress6468 @PalmerReport @washingtonpost It’s an analogy, the comparison is that the unhealthy activity, (smoking, foregoing vaccination) doesn’t have severe effects for everyone, not that the effects are the same.

But I realize that analogies are too logically complex for most anti-vaxxers. My mistake.",,
443,1.4676437557591163e+18,@Peco582 They've put the squeeze on him. https://t.co/760vLKqceW,,
444,1.467643750327337e+18,@Ruslan11431897 @corybernardi Like the three booster polio vaccine?,,
445,1.4676437472783892e+18,"Putin hopes WHO soon approves Russia’s Sputnik V vaccine - Russia in recent months has faced its deadliest and largest surge of coronavirus cases, with infections and deaths climbing to all-time... - https://t.co/GT3O0RWDfL https://t.co/wtes93AZL9",,
446,1.467643745839448e+18,"@Dum68125861 @dlstump @artilius @Kukicat7 Wait, how long was the Salk polio vaccine studied before being widely approved?",,
447,1.4676437392586342e+18,@Truthma1956 @GordonSumner11 @rainnwilson Treat your neighbor as you want to be treated?   What does that have to do with your health choices?    Do you realize the vaccination doesn’t stop the spread?   Education is key.,,
448,1.4676437359326044e+18,@pickettbri @clhubes Gentle hugs. I am so excited for when the under-5s are eligible for vaccination. ❤,,
449,1.4676437354544906e+18,"Is New Jersey a Peek into the Future?

https://t.co/qOp8Pfxvwq

#COVID-19, #Governor, #Lock #downs, #Mandates, #New #Jersey, #Restrictions, #Vaccine #Passes https://t.co/5EQNu6jAG8",,
450,1.4676437343639347e+18,"@DeadlineWH if the Supreme Court overturns RvW and allows government to force girls to carry a baby to term, then the government should be able to force all US population to get vaccine. We either have health autonomy or not!",,
451,1.4676437328202506e+18,@padrealex Thanks! I'm glad you know it's a perfect traditional vaccine; about as traditional as you can get.  &amp; More effective than its PH3 trial results when dosing interval lengthened to 4 weeks (recommended). Excellent results in countries where predominantly used like Chile and Brazil.,,
452,1.4676437252623442e+18,"@crazyjo43424351 @InfoGuru16 @YearRooster @janeyK_KAG @Mattallica17 @malo_j @teamphil @itsaboutdamnti1 @DangerousRyles @MadMikeAndrew @ClemSkelton @PamelaEdwards @sherrylynnww1 @TheCenterStripe @constit14834912 @KD2NFC @colin8or @FactsB4Politics @TomPolhaus @termlance150 @silverstang59 @MinnesotaExpat @RNLoveMyJob1 @kcinor @wiguy45 @Symonsez13 @WorldWarDee5 @Anvndarnamn5 @TJ2020landslide @cathyjo26199086 @NealRey50128337 @AgainTt45 @suckitjackbootz @USMCNoggin @StillFreeSCOTTY @nalutece @RedStateJimy @JoanMClements @Angel_13_Rising @WontBeSilent2 @MarcFink222 @princesspbbaby2 @ohchellesno @R5Philly @TheMattBoyScout @DorisMele @LauraLeeBordas @lisamikolFL @amhxson33 @constsparty No, dying after vaccination does not automatically mean the vaccine caused the death.",,
453,1.467643716584321e+18,"@skallagram @cups_queen0f @Looch79 @DavidMichaud53 @stephiebieRN @fordnation @celliottability For starters, what you stuck in your arm is not a vaccine. mRna is gene therapy. You are now a GMO. All data shows that the jabs have failed. You took an experimental medication, that IS STILL NOT FDA APPROVED. Reading beyond what your device tells you can set you free.",,
454,1.467643713492902e+18,@SmartmanAZ The vaccine doesn't work. #FJB,,
455,1.4676437105950351e+18,@IlmFeed @notbilberkeley @beisgovuk @bizsupportgovuk Where is the other woman’s hand? Was she caught stealing the COVID vaccine?,,
456,1.4676437102256701e+18,"Just like one plate at a Hanukkah dinner… one #COVID19 vaccine is not enough! Be sure to complete your primary #COVID19 vaccination series, and then schedule your Booster shot.  https://t.co/DWT7a2GG4e. https://t.co/7wP6O6yhvh",,
457,1.4676437100202394e+18,@iMxCarter @RobMartin1010 @WajahatAli Nailed it! Pro vaccine and anti mandates here. Let them experience Darwinism.,,
458,1.467643709563056e+18,"Their investors? Cause it isn't the public. 
RT @thehill: New Harvard study declares winner between Pfizer and Moderna vaccines https://t.co/ZqoeIL4b3N https://t.co/wEhuPvEOEh",,
459,1.4676437076882104e+18,"@andrewbostom Last week, 4 workers from the same shoe factory, died from the vaccine.
Wake Up! https://t.co/c79Whnu8rw",,
460,1.4676437043619635e+18,"Is this peak Chuckles? ""Chuck Todd blames Democrats for GOP anti-vaxxers: 'They've allowed the right to dictate the messaging'""https://t.co/pQzLTjACNf",,
461,1.4676437035274486e+18,@StigAbell As someone who has a 99%+ chance of survival from Covid I’ve carried out my own risk assessment and decided that the risks associated with the vaccine far outweigh the benefits so it’s a no from me.,,
462,1.46764370218931e+18,@CirceLover @alexandrosM FYI you can debate vaccine policy. That’s different. For example I think vaccine mandates should be like europe &amp; include proof of natural immunity.,,
463,1.467643698036949e+18,"Are you finding it hard to get a #COVID-19 vaccine? Whether it’s your first dose, second dose, or booster dose, be sure to check out these high-volume vaccination sites now operating ALL OVER #Oregon!

Credit: https://t.co/vTrUIWh5gZ

https://t.co/KOsE7RoTFr",,
464,1.467643693280682e+18,"@DrEliDavid That “vaccine” is not really a vaccine, but a therapeutic.",,
465,1.4676436891072676e+18,Please protect our children ... no children should be jabbed.. https://t.co/QQx05yePwI,,
466,1.467643687031214e+18,@afneil How do you know all this when the #EUA injections remain in trials until 2023? Also have you not read the Pfizer documents - the ones they wanted to keep secret for 55 years? If you're scared of an unjabbed person in public then you don't seem too cconfident about all your jabs? https://t.co/EZJODQuZdC,,
