id,topic,text,topic,emotion
1.47E+18,,"I find this sickening. A healthy 53 yr old man, using his fame to promote being injected with EXPERIMENTAL DRUGS. His personal choice should be kept private. Placebo??? _ª_Î Hugh Jackman flaunts his biceps as he gets his Covid-19 booster https://t.co/2jRy0VZ9Gv via @DailyMailCeleb",,
1.47E+18,,"@theredblur1 And you trust Pfizer!https://t.co/wKxUgxRGwl",,
1.47E+18,,"@Tinkelopen @mitsukos619 @iMadgen01 @SickKidsNews Here is the link, page 10: https://t.co/JfnhuCnLeM",,
1.47E+18,,"Steve Kirsch_Ñés personal experiences show the whole US health system is being manipulated and their mission is to assure that the only treatment people have for COVID is to get the vaccine                                                                    https://t.co/Q12YJupm9Z",,
1.47E+18,,"J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/dqZBLTgamr",,
1.47E+18,,@SenSanders How much Pfizer and Moderna do you have in your $1.3 million in mutual funds?,,
1.47E+18,,@YvetteHenson @afneil Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1.47E+18,,@DaaamnItsCold @Noahpinion Huffing jenkem is the only way to get the pfizer out.,,
1.47E+18,,"@BCS118 @best_answer_4U @FoxNews Remember that the COVID-19 Corona virus has only been less than 2 years, these others have plagued humanity for generations. Even so, Pfizer_Ñés vaccine is more than 91% effective against hospitalization and death, more protective than the chickenpox vaccine, 90%.",,
1.47E+18,,"""100% safe"" ""100% effective"" ""safest shot of all time!"" Pfizer Vaccine Batch Suspended in Vietnamese Province As Over 120 Students Hospitalized https://t.co/Q6NAFwCtuq",,
1.47E+18,,"@injectiveleft I kill people_ù‹«ôèlearn more about the COVID-19 vaccine",,
1.47E+18,,@imhopin Sending you a lot of love. Surely your daughter is looking down and very proud of you. Today also the day my 5 yr old granddaughter had her second Pfizer jab. Thank you for all you are doing. _ªê__ªê__ªê_,,
1.47E+18,,"@mjtimber2 @CryptoWooX @APosoukh @Christi30686380 @Deus_Abscondis @Kevin_McKernan @BrentCa24718741 @kueny_michael @hmatejx @justask66054535 @jimmy_dore @ggreenwald @mtaibbi @AlexBerenson @aaronjmate @KimIversenShow @MartinKulldorff @FatEmperor @NickHudsonCT @ProfTimNoakes @creon @TuckerGoodrich @mtracey @KyleKulinski @Dr_ScottMc @CL4Syr Lots of increase for covid infection, none for vaccination in population level case-case-control with matched vaccinated, covid, and unvaccinated non covid https://t.co/umUVffjjBz",,
1.47E+18,,@oliveblogs Double vaccinated and still severely infected. You should sue the Government for not listening to the advice of experts in immunology and the lies from Pfizer.  Prayers for your family.,,
1.47E+18,,"@yslshua pfizer, i only felt sleepy and tired as side effect and yea my arm hurt like 2-3 days?",,
1.47E+18,,@KLV1063 @ken2lil @Cuttothechase11 Lol I got both doses of Pfizer and I don_Ñét support either person _ªÉ_,,
1.47E+18,,"@hubertlepicki @MZHemingway That_ÑÉs not correct. At least in Germany, vaccines and having recovered from Covid-19 are treated equally. Also, I tested positive for Corona earlier this year (with no symptoms) and was told to only get one vaccine after 6 months, so I could be considered fully vaxxed.",,
1.47E+18,,"@PeterHotez @NPR Please take a few minutes of your extremely valuable time to contemplate https://t.co/9ZJE0qqA1SRight-wingers worldwide promoting anti-science? It's just one plank of a platform saying that the government is the enemy, that public goods are inferior, don't trust any politician",,
1.47E+18,,@Benaskren Pfizer etc_Ñ_cashing more money with every shot given_Ñ_.our country is an absolute joke run by big pharma,,
1.47E+18,,_ª_Ó Why do I get the impression that if we had a 100% vaccination rate &amp; COVID continued Fauci/Democrats would start saying we need to get to 110% vaccination rate.. _ªÉ__ªÉ_,,
1.47E+18,,"@DarylTractor That_Ñés because Hawaii and the opportunity to buy Pfizer sooner is back there...along with corruption, sexual assault, water theft, rent boys in prayer rooms, attacks on Victoria, QLD and WA etc etc",,
1.47E+18,,@SenSanders What are you talking about? Last week Moderna_Ñés stock declined significantly (down over 15%). Pfizer stock was up a few percent. Can_Ñét you get the facts straight?,,
1.47E+18,,Steve Kirsch_Ñés personal experiences show the whole US health system is being manipulated and their mission is to assure that the only treatment people have for COVID is to get the vaccine                                                    https://t.co/g77OGuabpH,,
1.47E+18,,Pfizer clinical trials and vaccine court trials _Ñ_ HART https://t.co/5yUiJq4kwf,,
1.47E+18,,"@DrJamesOlsson @iMadgen01 Pfizer &amp; the captured TGA. https://t.co/qksrDDgG01 https://t.co/x1EIu2Qty5",,
1.47E+18,,"@drokane No, we should charge them for Covid-related hospital treatment if they decline vaccination.",,
1.47E+18,,@Salty_shifter @juniperjump @afneil Pfizer and az said results would be in 2023 so I_Ñém guessing that would be it _ª_ˆ_ªè__Ñç_é_«ôè,,
1.47E+18,,"@InebriatedThe @EstaciaMoon @DonaldJTrumpJr @joerogan Definitely important but doesn_Ñét negate the need the vaccine to help reduce community spread and chances of long term side effects and damage caused by Covid in even healthy young individuals. But I would definitely take 50 Joe Rogans over 1 Tucker Carlson.",,
1.47E+18,,@PoliticalOrgasm @allan75smith @roxtah @CTVNews He's a loyal customer of Pfizer's chemical lobotomy program.,,
1.47E+18,,"@myth_mythily Ah, great. I'm getting Pfizer today. AZ before.",,
1.47E+18,,@stellacreasy @davidallengreen Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1.47E+18,,@JOEdotie Lock down the vaccinated .... Then they can't spread it to the unvaccinated. Not much of a vaccine if you can still end up catching Covid...Next step is to blame the unvaccinated children .,,
1.47E+18,,"Find a COVID-19 vaccine in USA https://t.co/g9wOOBWXgv#COVID19  #Vaccine _Ñ_ Incentives  _Ñ_  Find Vaccine near you  _Ñ_  Rewards  _Ñ_  Employees additional vaccination support #VaccinesWork #USA #NYC #VaccinePassports https://t.co/7Wo7ENoBiO",,
1.47E+18,,"""As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply"" -  4 Bristol Myers Employees Release Statement After Suing Company for Refusing Vaccine Religious Exemptions https://t.co/awAbP64Pxc via @gatewaypundit",,
1.47E+18,,"@Razz67313186 @Tis4Turlz @SusanStJames3_ https://t.co/a0xbwxecd5It's also no coincidence that the unvaccinated are the ones dying at a disproportionate rate compared to vaccinated.Protesting mandates is one thing, refusing to get it to own the libs is just hurting them the most.",,
1.47E+18,,"One Land Council offered an incentive of $500 to have the vaccination, so...https://t.co/rNzCBzmZZz",,
1.47E+18,,"@Covid19Crusher Is this article correct?https://t.co/0ELWCcc6LX",,
1.47E+18,,"@or_tobie @DonaldJTrumpJr @joerogan I disobeyed Fauci and the accredited professionals. Never got covid. No mask, no vaccine, closely interact with hundred of people every week, never got covid. To each their own, I presume.",,
1.47E+18,,"""As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply"" - 4 Bristol Myers Employees Release Statement After Suing Company for Refusing Vaccine Religious Exemptions https://t.co/IkhqbfjHbj",,
1.47E+18,,Statement on Pfizer receiving $2 billion from taxpayers for COVID vaccine https://t.co/MHpIG5Y27d,,
1.47E+18,,@gillhayes55 @Yorkshirelover1 @mrjamesob Pfizer is stable for six hours after reconstitution in a clinic setting at a relatively stable room temperature. But if you're going from house to road and house it needs to be kept cooled. I would love to just pop a vial in my pannier. Far easier.,,
1.47E+18,,"""The rise of another variant again demonstrates that we cannot defeat COVID-19 until people in every country are vaccinated."" - AFSC's @PaulineMuchina writes about the need for greater vaccine access in this updated blog post. Read more here: https://t.co/AfVRP9ck4Q",,
1.47E+18,,"@Shilohv1955 @SueLaniMadsen Honestly, I_Ñém almost at the point of not worrying about the unmasked and unvaccinated. Y_Ñéall wish to play the virus lottery, sweet. Please don_Ñét overwhelm your local hospital. Or complain because some venues require proof of the Covid vaccine for entry.",,
1.47E+18,,"@TC_Group_Crypto @disclosetv We've seen the videos and stories of people suffering after the death jab and have decided that we aren't going to make the same mistake. It's a mistake that can lead to a bottomless pit of regret, like for this poor father who lost his only son to Pfizer:https://t.co/Gltedv5hSj",,
1.47E+18,,"@pctech1com @ake2306 That_Ñés a reasonable response Pat. Also there appears to be up to 3 different types of contents in the vials sent out. I can_Ñét verify yet but many say some are saline. The data are Pfizer_Ñés own they had to publish by Court Order.https://t.co/8xrlpmKvF9",,
1.47E+18,,"@RossDyerTV @StigAbell The average age of a Covid death is 83. 2 years higher than UK life expectancy. There was never any need for a vaccine. Still isn_Ñét. When you can grasp population growth and control, you_Ñéll understand the vax prog. It_Ñés why cancer causing tobacco and alcohol is perfectly legal. https://t.co/QcV2XHQqhn",,
1.47E+18,,"@CongressmanRaja Tell y_Ñéalls owners at J&amp;J, Moderna and Pfizer to release the patent and allow the world to receive them free of charge. Instead of pocketing money from vaccines that came at the expanse of your constituents taxes.",,
1.47E+18,,"@iMadgen01 31/12/20 - 06/11/21Cardiac &amp;  Vascular disorders11,375 serious adverse events reported to The EudraVigilance database reports for Pfizer mRna including 750 fatalhttps://t.co/uA6DAh5Kbo https://t.co/i88KwKLBRf",,
1.47E+18,,"@theredblur1 I guess the FDA is also lying. https://t.co/lKhQlnTdoS",,
1.47E+18,,"@rkputcha @anil_ghanwat Theres quite a bit you need to learn chum. Govt CANNOT refuse admission into public spaces. Thats beyond their authority.https://t.co/hpmALNHUIb",,
1.47E+18,,"@ULM_MAIN_UK Looks like it. And the areas they want to take out the most are throwing off the trial by not taking it.https://t.co/KrU45ckQ0Bhttps://t.co/yKsHjG4DDuhttps://t.co/y3LfAKPOfY",,
1.47E+18,,@paysupplystaff Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1.47E+18,,"@CimmeroIl @lameduck1960 Congressman Introduces Bill to Force FDA to Release Pfizer Documents Within 100 Days, Instead of 55 Years | CHD https://t.co/9LhMveTMGx",,
1.47E+18,,"This is an article available through The Conversation.If the Covid vaccines are not _ÑÒexperimental_Ñù, why do the companies admit they are provisional? They have also been introduced under emergency approval much faster than any other vaccination program_Ñ_ https://t.co/8sGAMdzjKv",,
1.47E+18,,"@Barryryan85 @dgmoore75 @afneil So you_Ñére saying it_Ñés actually a way to force people to take the vax ? Bingo. And forcing young people is criminal, they don_Ñét end up in the hospital because of covid and you can still spread it after vaccination.",,
1.47E+18,,"#TodayILearned that the vaccine of covid hurts so much, I don_Ñét feel my arm in this hour, but I_Ñém happy #COVID @LeconaLili @LaSalleTuxtla https://t.co/eJh8sfMY30",,
1.47E+18,,"@Lying_For_Jesus @CherylWideman @Crosby_Nation @basia_porter Data also shows that protection wanes after 6 months, and people who have recovered from covid are even better protected. Nobody is trying to prevent anyone from getting the vaccine. They_Ñére trying to prevent it from being forced on people that don_Ñét want it.",,
1.47E+18,,"@cvspharmacy I had a COVID vaccine appt at the Target, Redmond, WA location at 2:30pm pacific time today. The pharmacy was CLOSED. I called CVS main# who said they would call the location. I was on hold for 1 hour so I hung up. I understand staffing problems but no info is BAD.",,
1.47E+18,,Pfizer COVID-19 vaccine linked to rare blood disease - Israeli study - The Jerusalem Post https://t.co/ytvmoaYkYb,,
1.47E+18,,"@Alewyn16 @JSertorius @tjabosss023 @AnthonyMigchels _ÑÒSerious side effects of the Janssen/Johnson &amp; Johnson COVID-19 vaccine can occur within three weeks of vaccination and require emergency care. Possible symptoms include:_Ñ¢Shortness of breath_Ñ¢Persistent stomach pain......""",,
1.47E+18,,"Covid outbreak on cruise ship with over 3,000 passengers - all vaccinated - _ª_ˆ_ªè__Ñç_éÑ«ôè So this is the perfect example of how vaccine passports won_Ñét work! EVER! Because the jabs are not stopping infection or transmission  https://t.co/RRUQG2iCWm",,
1.47E+18,,"The FDA intends to have the Pfizer documents to be held for long because they have been trying to suppress the truth of the vaccine and because the vaccine is a premeditated attack, meaning to depopulation, collapse society, and eventually destabilize the industrialized countries https://t.co/afqZJRYYEL",,
1.47E+18,,J.&amp;J. Booster Worked for People Who Got Pfizer Shots in Study https://t.co/30Lmov3XWb,,
1.47E+18,,@DailyMirror Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1.47E+18,,@patriotnot45 @MarshaBlackburn They are...however in the US is being kept quiet by Pfizer which is developing a drug that does the same thing...if you would have opened the link I posted to the NIH you would see it is right there for everyone. Using Remdesivir hospitals get 20% for use. Research it,,
1.47E+18,,"@WilliamsonRW2 @CaroDiRusso And or no young people to train in a few years nor the need for more infrastructure either as the vaccination fluids do the intended jobLook up on YouTube;"" A manufactured Illusion by Dr David Martin and Gunter Fuellmich""Facts dates and patent application numbers on Covid sars",,
1.47E+18,,"@rodneyedwards don't just retweet me .. comment. Are you saying I have fallen foul of some misinformation?I have had Covid.I have Covid Antibodies.I have a clot in my right eye.I will not take this 'vaccine'.If you are vaccinated are you not protected? Oh wait ... _ª_Ó",,
1.47E+18,,"@ruchirads @RufusSG @ENirenberg I got JNJ 11/11/2020, Pfizer 07/21/2021, JNJ 11/04/2021.My titers are probably pretty high.",,
1.47E+18,,"@jjkaipua @PhilsandJenn AZ have recognised a cause, and Pfizer won't tell you for 55 years, so tell me how you know?",,
1.47E+18,,"The FDA intends to have the Pfizer documents to be held for long because they have been trying to suppress the truth of the vaccine and because the vaccine is a premeditated attack, meaning to depopulation, collapse society, and eventually destabilize the industrialized countries https://t.co/lA51SPWJsz",,
1.47E+18,,@business Are people still able to get Covid while having a Moderna mRNA vaccine?,,
1.47E+18,,In Taiwan more people have died from the vaccination than from covid itself. Numbers are low on both sides but still. https://t.co/8SO47XRD0A,,
1.47E+18,,@Saved4Eternity @nath0520 @Colony14 @jdingirl The Pfizer vax is branded. It is approved. _ª___Ñç_é_«ôè,,
1.47E+18,,"@jimearl666 @leftyvegan @TheSilverPossum Link please. I have seen that nowhere. I am speaking of the official vaccine manufacturer trials. I'm fairly certain that if phase 3 had been completed the vaccines would be fully FDA approved, right? They're all still under EUA (Pfizer's approved vax not available in US).",,
1.47E+18,,Pro-Trump counties now have far higher COVID death rates : Shots - Health News : NPR https://t.co/Ru5LIkXUx0,,
1.47E+18,,"@1StarAtaTyme @msTKinTO @djcarrollmagic @couchieMeowMeow @KAhMonty @ghelfaire @KNorth31 @FireFlyJesss She is telling 3rd party info.And not showing that 3rd party info.I have to take her word?I provide official links.Here is one from Pfizer.https://t.co/ZEY03cbATe",,
1.47E+18,,"Sometimes, it's better to have a single-party state with censorship.Having a unified country without toxic political divisions and without rampant misinformation on vaccines is important for fighting pandemics. https://t.co/vOvkqCSlMX",,
1.47E+18,,@RWMaloneMD No doubt the research can be traced back to Gates/WEF/Soros/Pfizer funding. zzzzzz,,
1.47E+18,,"@Annex77822029 @JaySmit79790334 @tap455 You_Ñére right. Pureblood isn_Ñét some random hippy branding. We have guaranteed spike-free blood and so will be guaranteed free of any as yet unknown long term effects that Pfizer are starting to investigate as part of the FDA approval. Yes, starting. 2 months ago. Ending 2027.",,
1.47E+18,,@IMWHorvitz @MdBreathe @pfizer Depending on where you live you have to meet a criteria to be approved for it.  Many have been denied it.,,
1.47E+18,,@studi1_wave @ChuckCallesto What_Ñés proven false? Has covid slowed down? Have the vaccinated stopped getting it? If ya wanna play that game some dr_Ñés hv written articles claiming mutations are due to the vaccine n the virus finding a way to survive. So if that_Ñés the case the vaxxed r the dangerous ones here.,,
1.47E+18,,@NeverGiveUpAu @smithsedso https://t.co/28jUL6QnsX Guidance here is probably as good as you get? AZ might be the go?!,,
1.47E+18,,"Pfizer Comirnaty November progress updateNovember 1 - 22Australian TGA Adverse Effects Database 15 DeathsPericarditis  357 casesMyocarditis 173 casesPulmonary Embolism 24Cerebrovascular Accident 12Heart attacks 13 Cerebral Haemorrhage 2 Spontaneous Abortion 14 https://t.co/PdZAK487fI",,
1.47E+18,,"@theredblur1 I guess a senior scientist at Pfizer is lying too!!!https://t.co/rjfUpdqu6G",,
1.47E+18,,"Debating mandatory #Covid vaccination. No doubt, as many individuals as possible should get themselves #vaccinated, govts around the world in a tricky place when making vaccines mandatory. #coronavirus #OmicronVariant #Omicronhttps://t.co/kd4EDhMHZv",,
1.47E+18,,"I mean, is anyone really surprised by this? @BarnaculesJust more confirmation for ya. https://t.co/fsqd0Xm5Id",,
1.47E+18,,"@MarkOli16686779 https://t.co/jqfsJEvO94PDF File FROM Pfizer to the FDA, Released BY THE FEDERAL COURT with MORE TO COME...Care to LIE some more, Dr. Ruby?Didn't think So.",,
1.47E+18,,"For those who are calling for vaccine mandates and passports, simply lock yourself in your home and leave those of us who refuse to live by lies alone. After all, if you are afraid of getting COVID from the unvaccinated, you can also get COVID from the vaccinated.",,
1.47E+18,,"@a_tsatsalidis @afneil If you're young and healthy the chances of dying from Covid are about the same as winning the Lotto. The chances of vaccine injury can be 1 in 5000.If you're saying that an 18 year old is better taking the vaccine then you're very poor at risk analysis!https://t.co/Uku2kKGFfA",,
1.47E+18,,"@TerrencePilgrim VAERS is not the smoking gun you think it is https://t.co/f3aDPZdEfhIn fact, VAERS tells us that they aren't killing people https://t.co/kzW5MtLx3qYou are misinterpreting the 1% URR figure https://t.co/REknThnFzF",,
1.47E+18,,"@SandraWors3 @JohnWest_JAWS and also, I work in the NHS and see the impact COVID is having. 9/10 COVID patients in ITU are unvaccinated, whereas unvaccinated people make up a little over 1/10th of the population. The vaccine is working, keeping people out of ITU and ensuring most eps of COVID are mild.",,
1.47E+18,,@MaxCRoser @OurWorldInData Our World in Data is practically the main source that is cited when it comes to COVID-19 vaccination around the world. Keep up that great job!,,
1.47E+18,,No 10 put all their eggs in #vaccine basket in effort to save #Christmas | #Covid https://t.co/kXu4VoK961,,
1.47E+18,,"The Incidence of Cancer, Triggered by the Covid 19 _ÑÒVaccine_Ñù -  https://t.co/rXfPYhgFHL",,
1.47E+18,,"Pfizer Biontech &amp; Moderna are on the same page (owned by Gates) and will discredit all others. Also, NWO needs a mRNA type vaccine to create cDNA for patentability for control and ownership and will back these two.Their benefactor also created the virus. https://t.co/gAkPh9aChX",,
1.47E+18,,"Beltway Insider: Biden/Russia, Ukraine, NATO, COVID/Vaccine Totals, Omicron, Abrams, Michigan https://t.co/CgHY7oVwnr",,
1.47E+18,,"""ARE DEATH AND HEALTH DAMAGE AFTER VACCINATION AGAINST COVID-19 IN A PATHOLOGICALLY DETECTABLE LINK?""https://t.co/2cdqqxnOfU https://t.co/ZJkRRVixEb",,
1.47E+18,,"Coronavirus vaccine demand grows in U.S. amid omicron variant concerns, booster eligibility expansion https://t.co/HojHoAs8j8",,
1.47E+18,,"@AbesLogic @ClareCraigPath Far from it, I've already shared it once and you've ignored it.   Here are a few: https://t.co/ZgPvv6Wj3ehttps://t.co/2IApyFxfG1https://t.co/yzS3ECVlTG",,
1.47E+18,,"@TableTalkca https://t.co/fcKoZnfSrdThe law is called the ""Health Protection and Promotion Act, R.S.O. 1990, c. H.7"", and under the act, the province is allowed to impose vaccine requirements. It's a fu**ciking law, and you're a complete moron.  I'll let you read this, then you get a block. https://t.co/eEPUkZgyK3",,
1.47E+18,,"@LveFreeOrDie Studies both ways. I am pro vaccine not pro Covid vaccine nor pro mask mandates. If people don_Ñét want vaccinations for their children b/c fearful of Autism then that_Ñés their choice.  However, I feel otherwise based on my own research. Good discussion",,
1.47E+18,,"@yslshua pfizer, i also just received my second dose two days ago",,
1.47E+18,,@BWallArthur I'd like them to believe that Priti Patel kidnapped @DerrenBrown and he's been forced to send us all a Pfizer booster jab through Boris Johnson's eyes on TV.,,
1.47E+18,,"@caringeconomist @djcarrollmagic @couchieMeowMeow @KAhMonty @ghelfaire @KNorth31 @FireFlyJesss This is straight from Pfizer buddy.Not good enough for ya?The others are GOVERNMENT WEBSITES.Pfizer didn_Ñét want u to know this information for 76 more years.When u are long dead.How do u feel about that?https://t.co/ZEY03cc8IMStraight from the source buddy,Does it hurt?",,
1.47E+18,,"@trevafcb2016 @naughtynell101 @TonyHinton2016 I know quite a few who've died or got long covid, you are a liar.https://t.co/f0VaJlcSoy",,
1.47E+18,,https://t.co/y4aFAmxoGv  Let_Ñés see - kill off your base with misinformation then blame Biden. I think there_Ñés a flaw in that strategy.,,
1.47E+18,,"Coronavirus vaccine demand grows in U.S. amid omicron variant concerns, booster eligibility expansionhttps://t.co/bEJVHkwSl6",,
1.47E+18,,Here's a question why aren't we using ivermectin which is a known covid cure. Is it because the government aren't getting a back hander from the manufacturer life pfizer,,
1.47E+18,,"@5Kll49 @JamesfWells @StigAbell Biden said, if we took the vaccine, we wouldn't catch COVID and we wouldn't go to hospital with COVID",,
1.47E+18,,@ICapitalism1 @EddieGraham5 @sweepiface Does that include being dead from vaccines? I'll take long covid over dead anytime &amp; since the vaccines DON'T prevent death of covid or catching covid so therefore long covid I don't see the sense in adding risk of vaccine death.,,
1.47E+18,,Dr. Kelly Grindrod of the Ontario College of Pharmacists says the third dose of COVID-19 vaccine is important for 'boosting' and 'extending' the vaccine's protection.  https://t.co/q0AQeurPGX,,
1.47E+18,,"Preacher who spread vaccine lies dies after being hospitalized with Covid-19 https://t.co/FMEElNIvha THEY are making me happy humans are dying, Dammit!! I don't want to wish harm but if YOU won't get vaccinated, Good Riddin's!",,
1.47E+18,,"@ZeroFoxGibbons @marc_lamhofer @nytimes I took both of the Pfizer shots after it was FDA approved. The only side effects was a mildly sore arm for a half of an hour. I think a lot of people are lied to about the side effects of the vaccine.",,
1.47E+18,,"@MaajidNawaz Pfizer Biontech &amp; Moderna are on the same page (owned by Gates) and will discredit all others. Also, NWO needs a mRNA type vaccine to create cDNA for patentability for control and ownership and will back these two.Their benefactor also created the virus.",,
1.47E+18,,@DailyMirror Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,,
1.47E+18,,"Two omicron cases have been identified in #Colorado, according to the state health department. The first case was confirmed Thursday in an #Arapahoe County woman, followed by a #Boulder County man on Friday. https://t.co/Sz5YYC09xn #covid #omicron #news @ABC @GovofCO #vaccine",,
1.47E+18,,Are breakthrough infections less severe than COVID-19 infections in unvaccinated individuals? We summarize highlights of a @JAMA_current study that looked at disease severity and hospitalizations https://t.co/4XXMuGwnQc #GrandRounds #SARSCoV2 #coronavirus #vaccines #hcsm,,
1.47E+18,,"@thelucyjohnston Pfizer accused of _ÑÒwar profiteering_Ñé_Ñé - Covid vaccine costs 76p to make + R&amp;D &amp; distribution costs; sells for ë£22. UK govt has agreed a secrecy clause in supply contract, prevents people and parliament from knowing details and holding govt to accounthttps://t.co/PXemKzjTFp",,
1.47E+18,,"@GovofCO Kill your 5 year old Jared says! https://t.co/3qDaHEDXR5  927,740 reports of adverse events from all age groups following COVID vaccines, including 19,532 deaths and 146,720 serious injuries between Dec. 14, 2020, and Nov. 26, 2021.",,
1.47E+18,,"@JuliaHB1 @thesundaytimes _ª_Œ Breaking: Israeli Ministry of Health announced today that it will soon approve the 4th vaccine shot.It will mean that all those with 3 shots who don't get the 4th shot will have their Covid passes revoked (as happened to those with 2 shots).Soon in your country.",,
1.47E+18,,"@B1llyTh2K3d FYI, tomorrow (12/6) 7am EST, is a new WHO Blueprint meeting. Soumya Swaminathan is the opening speaker:https://t.co/qUnU7zlJvC",,
1.47E+18,,"@JuliaHB1 1/2If they lockdown again, either before, over, or just after Christmas + NY, I believe omicron will be the justification.It seems more contagious but also (this is the unreported bit), a lot less deadly.https://t.co/XDVOGcMt23",,
1.47E+18,,@nicdavdi @IsabelOakeshott @StigAbell Just as there isn't a vaccine to stop covid,,
1.47E+18,,"@Parsifaler Thank you for sharing this @Parsifaler . This may be related...""ARE DEATH AND HEALTH DAMAGE AFTER VACCINATION AGAINST COVID-19 IN A PATHOLOGICALLY DETECTABLE LINK?""https://t.co/2cdqqxnOfU https://t.co/DIYOIty1ce",,
1.47E+18,,Petition: Fast-track rollout of Covid vaccine in 5-11s post MHRA approval https://t.co/OvzfHxo15Q,,
1.47E+18,,@TPhillykeys @Rainstorm84 @justindeanlee @akheriaty Considering you can still die from Covid even after vaxx. I don_Ñét think you understand the context of the numbers of cases vs deaths vs vaccination. I have a 99.969 percent chance of dying catching Covid _Ñ_ but an uncertainty of the long term effects of that shot https://t.co/O5eeodQw5m,,
1.47E+18,,@IrfanDhalla We've been talking about the off load delays worsening for years and hallway medicine. Increasing with the mandates for months. Now add family docs not seeing patients. This issue is not your covid and vaccine crutch for your narrative. People are smarter than this.,,
1.47E+18,,"@MarcMacsharryTD _ª_Œ Breaking: Israeli Ministry of Health announced today that it will soon approve the 4th vaccine shot.It will mean that all those with 3 shots who don't get the 4th shot will have their Covid passes revoked (as happened to those with 2 shots).Soon in your country.",,
1.47E+18,,"Click through. _ÑÒIsrael will consider authorizing a fourth COVID booster vaccine dose to immunocompromised citizens_Ñ_.According to the report, health officials will discuss the potential of administering yet another dose of the vaccine to the most at-risk populations _Ñù https://t.co/7ki9CxY5V0",,
1.47E+18,,@dwmoskowitz @MdBreathe @pfizer How much in milligrams a day I hear so many different amounts.,,
1.47E+18,,"Vietnam: 3ë_ covid-19 vaccinated children die,ë_ &amp; their cause of death has been determined as ""overreaction to the vaccine."" ;ë_120 children hospitalized causing province to suspend Pfizer vaccine batch.https://t.co/rrJVO93Ljw",,
1.47E+18,,"@Ye_Olde_Holborn @ColinCustard Don't think so, the fact they are young people getting ill from Covid suggests they did not have the vaccine, I don't think the UK media routinely reports on people getting ill and driving themselves home after in division four German football, do you?",,
1.47E+18,,"BioNTech honcho won't take own experimental gene therapy (known as Pfizer shots in the U.S.). Interview with German state media ""Deutsche Welle"" (""German Wave"").https://t.co/qRA72Z3oEh",,
1.47E+18,,"@BD74798687 @IGotNothing4Ya @jimcramer What misinformation? All I've seen encourages vaccination but R against mandates!Vaxxed people ALSO get  infected &amp; TRANSMIT.In a study vaxd asymptomatic covid+ health workers had 251 Xs viral load of unvaxd!YOU stop spreading misinformation!Vaccine won't stop it spreading!",,
1.47E+18,,"Open SmartNews and read ""Still Hesitant About The COVID Vaccine? Study Says Vaccinated People Reduce Transmission"" here: https://t.co/bVLGhUiYZl To read it on the web, tap here: https://t.co/JRTWJzIhuv",,
1.47E+18,,@Badenoch1 @JohnIbbitson I_Ñém not a poorly informed simpleton. I acquired immunity by recovering from Covid.  Acquired immunity has been the gold standard for centuries. Why would I be forced to get vaccinated? If your vaccine works why do I need to get it ????,,
1.47E+18,,@tina_eager @Patrici89225734 My husband didn_Ñét react to either Pfizer and only sore arm for few days from moderna booster.,,
1.47E+18,,Let_Ñés get this straight _ÑÓ Katherine Schwarzenegger is married to Chris Pratt &amp; is the daughter of Arnold &amp; Maria both of whom publicly advocate for covid vaccination &amp; Chris is unvaccinated? What about Katherine? Is she unvaccinated too? There_Ñés no rhyme or reason. Covidiots_Ñ_«ôè_ªÉ¢ https://t.co/iIX4Msrq4n,,
1.47E+18,,"@DanPalichat @anonymouspen87 @XlXSupernovaXlX @AnnaAmidei @kmode501 @thehill That makes sense considering we only had 10 months of Covid under Trump compared to a full year of it under Biden.Small amounts of common sense go a long way.It also makes sense since the vaccine rollout meant eliminating or easing Covid safety restrictions.",,
1.47E+18,,&gt;&gt;&gt; Watch: Far-right anti-vaxx pastor just can_Ñét understand why there are no _ÑÉbig democrats_Ñé who have died from COVID  (because they got the vaccine?)    https://t.co/A5U7x7u2VH,,
